index,srv-reservation_autoscaler_requested_pods,srv-reservation_autoscaler_terminating_pods,srv-reservation_autoscaler_actual_pods,srv-reservation_activator_request_concurrency,srv-reservation_autoscaler_desired_pods,srv-reservation_autoscaler_stable_request_concurrency,srv-reservation_autoscaler_panic_request_concurrency,srv-reservation_autoscaler_target_concurrency_per_pod,srv-reservation_autoscaler_excess_burst_capacity,srv-reservation_container_cpu_usage_seconds_total
1759666994,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,
1759666999,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,
1759667004,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,
1759667009,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,
1759667014,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,-211.0,
1759667019,0.0,0.0,0.0,15.593100161146998,0.0,0.0,0.0,7.0,-211.0,
1759667024,0.0,0.0,0.0,15.593100161146998,0.0,0.0,0.0,7.0,-211.0,0.04845621500915891
1759667029,0.0,0.0,0.0,15.593100161146998,0.0,0.0,0.0,7.0,-211.0,0.13487901256225676
1759667034,0.0,0.0,0.0,15.593100161146998,0.0,0.0,0.0,7.0,-211.0,0.20262268496942604
1759667039,3.0,0.0,3.0,15.593100161146998,3.0,19.059489,43.811589,7.0,-225.0,0.22631947798504004
1759667044,3.0,0.0,3.0,15.593100161146998,3.0,19.059489,43.811589,7.0,-225.0,0.23466620853969958
1759667049,3.0,0.0,3.0,3.4838128593702726,3.0,19.059489,43.811589,7.0,-225.0,0.2560983524985568
1759667054,3.0,0.0,3.0,3.4838128593702726,3.0,19.059489,43.811589,7.0,-225.0,0.28838737318829555
1759667054,3.0,0.0,3.0,3.4838128593702726,3.0,19.059489,43.811589,7.0,-225.0,0.24507697263176192
1759667059,3.0,0.0,3.0,3.4838128593702726,3.0,19.059489,43.811589,7.0,-225.0,0.2725714557560942
1759667064,3.0,0.0,3.0,3.4838128593702726,3.0,19.059489,43.811589,7.0,-225.0,0.2818227160823938
1759667069,0.0,2.0,1.0,3.4838128593702726,0.0,0.0,0.0,7.0,-201.0,0.16141710374083174
1759667074,0.0,2.0,1.0,3.4838128593702726,0.0,0.0,0.0,7.0,-201.0,0.1387087577817393
1759667079,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.13445441728695437
1759667084,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.08464381301220211
1759667089,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.060832970417543236
1759667094,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.04161576692053608
1759667099,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.015459577351987323
1759667104,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.002011157394063187
1759667109,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.0015266793635908581
1759667114,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.0006916271544412681
1759667114,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.0019295066898171805
1759667119,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.003750829159333962
1759667124,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.004818942689616033
1759667129,0.0,2.0,1.0,3.0,0.101082,0.0,7.0,-201.0,0.004818942689616033
1759667134,0.0,2.0,1.0,3.0,0.101082,0.0,7.0,-201.0,0.007062604264056168
1759667139,0.0,2.0,1.0,3.0,0.101082,0.0,7.0,-201.0,0.009556683111372413
1759667144,0.0,2.0,1.0,3.0,0.101082,0.0,7.0,-201.0,0.035039319681773776
1759667149,0.0,2.0,1.0,3.0,0.101082,0.0,7.0,-201.0,0.035039319681773776
1759667154,0.0,2.0,1.0,3.0,0.101082,0.0,7.0,-201.0,0.0431503210195656
1759667159,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.04085545020044276
1759667164,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.06515933326834975
1759667169,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.07812479953345969
1759667174,0.0,2.0,1.0,0.0,0.0,0.0,7.0,-201.0,0.07812479953345969
1759667174,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.059079677921127276
1759667179,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.07187613228911115
1759667184,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.07187613228911115
1759667189,3.0,1.0,1.0,,3.0,12.261004,23.522009,7.0,-235.0,0.05551105575153654
1759667194,3.0,1.0,1.0,,3.0,12.261004,23.522009,7.0,-235.0,0.03797177107501934
1759667199,3.0,1.0,1.0,0.0,3.0,12.261004,23.522009,7.0,-235.0,0.03797177107501934
1759667204,3.0,1.0,1.0,0.0,3.0,12.261004,23.522009,7.0,-235.0,0.02436571670122551
1759667209,3.0,1.0,1.0,0.0,3.0,12.261004,23.522009,7.0,-235.0,0.030267174333376775
1759667214,3.0,1.0,1.0,0.0,3.0,12.261004,23.522009,7.0,-235.0,0.038059083945302254
1759667219,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.03725586910582574
1759667224,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.02951389498749445
1759667229,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.03309337254599167
1759667234,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.036708277774310176
1759667234,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.035342591316068435
1759667239,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.03522714355947521
1759667244,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.03155105049051878
1759667249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.004526252643531841
1759667254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0020511775996608235
