Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,41223,1673,410.0,844.5083284564646,7.95260164886713,15051.459941081703,48.47885888945492,68.21571953313223,2.768476306404925,410,630,840,1000,1700,3000,6400,9100,13000,14000,15000
GET,/recommendations,26437,0,17,41.4544382620251,5.033995024859905,6885.82709711045,441.01149903544274,43.74788291238912,0.0,17,25,32,37,79,190,260,340,580,6800,6900
POST,/reservation,700,3,22,31.581778524975693,8.895414881408215,586.0938215628266,64.48857142857143,1.1583582871987133,0.004964392659423058,22,27,32,35,46,76,150,230,590,590,590
POST,/user,672,0,8,26.404592566125626,4.306209273636341,9755.090154707432,64.0,1.1120239557107647,0.0,8,10,11,12,14,18,44,110,9800,9800,9800
,Aggregated,69032,1676,150.0,520.7577491520732,4.306209273636341,15051.459941081703,199.1194663344536,114.23398468843082,2.773440699064348,150,350,510,640,1200,2000,4300,7100,12000,14000,15000
