request_type,name,response_time,response_length
GET,/recommendations,3469.251007998537,204
GET,/recommendations,1468.430228998841,204
GET,/recommendations,29.48411500074144,204
GET,/recommendations,19.34133299982932,212
GET,/recommendations,31.940402999680373,204
GET,/recommendations,24.182884000765625,902
GET,/recommendations,20.769446999111096,902
GET,/recommendations,16.199017998587806,212
GET,/recommendations,21.432945999549702,902
GET,/hotels,6740.660780000326,902
GET,/recommendations,35.21740699943621,204
GET,/hotels,5226.733753999724,43
GET,/hotels,2307.159011999829,43
GET,/hotels,2101.797772000282,43
GET,/recommendations,25.483036999503383,204
GET,/hotels,1706.8953729994973,43
GET,/recommendations,16.331880000507226,204
GET,/hotels,3465.141720000247,902
GET,/hotels,2089.342678998946,902
GET,/recommendations,53.38304199904087,902
GET,/hotels,879.6067359999142,43
GET,/hotels,2697.7371250013675,43
GET,/recommendations,61.71530900064681,217
GET,/hotels,2533.2367709997925,902
GET,/recommendations,41.53107699858083,204
GET,/hotels,1881.3622560010117,902
GET,/hotels,70.83801300177583,43
GET,/hotels,2122.776172000158,902
GET,/hotels,119.46922199967958,43
GET,/hotels,2799.931560999539,902
GET,/hotels,88.47353999954066,43
GET,/recommendations,40.43785900103103,902
GET,/hotels,1729.1105659987807,902
GET,/hotels,77.54745499914861,43
GET,/hotels,228.4462279985746,902
GET,/recommendations,41.724613000042154,215
GET,/hotels,90.76214900051127,43
GET,/hotels,423.71763399933116,902
GET,/recommendations,43.61081500064756,902
GET,/hotels,131.97652000053495,43
GET,/hotels,752.4863810012903,902
GET,/hotels,1936.3609040010488,902
GET,/recommendations,30.531730999427964,204
POST,/reservation,364.7383499992429,41
GET,/hotels,126.16135300049791,43
GET,/recommendations,39.473855000323965,204
GET,/recommendations,18.34503000100085,204
GET,/hotels,7011.632223999186,560
GET,/hotels,83.06031900065136,43
GET,/recommendations,56.595185000333004,212
GET,/recommendations,47.00724500071374,204
GET,/hotels,75.24559999910707,43
GET,/recommendations,50.463741999919876,216
GET,/recommendations,42.9552750010771,212
GET,/hotels,1176.4017969999259,902
GET,/hotels,315.4287360011949,902
GET,/hotels,659.2216449989792,902
GET,/recommendations,36.594616000002134,212
GET,/hotels,694.3329660007294,902
POST,/user,37.08237399951031,64
GET,/recommendations,49.72042999906989,902
GET,/hotels,2414.9479629995767,560
GET,/hotels,39.2441530002543,43
GET,/hotels,103.22193200045149,43
GET,/hotels,85.19540699853678,43
GET,/recommendations,48.72513599912054,204
GET,/hotels,210.3571280003962,43
GET,/hotels,102.0695009992778,43
GET,/hotels,1183.8225869996677,902
GET,/recommendations,41.46214100001089,204
GET,/hotels,898.5340049985098,902
GET,/hotels,195.92719100000977,902
GET,/hotels,43.45753500092542,43
GET,/hotels,37.473337000847096,43
GET,/recommendations,65.52358800036018,902
GET,/hotels,53.92385000050126,43
GET,/recommendations,69.22990099883464,902
GET,/recommendations,56.08601499989163,215
GET,/recommendations,30.107157999736955,902
GET,/hotels,478.05926100045326,43
GET,/hotels,1111.9124599990755,902
GET,/hotels,298.648736999894,43
GET,/hotels,1735.2356819992565,902
GET,/recommendations,31.54501899916795,902
GET,/hotels,2773.3265080005367,902
GET,/recommendations,103.55172299932747,902
GET,/recommendations,113.21694000071147,212
GET,/recommendations,26.81030000167084,212
GET,/hotels,2157.756001999587,902
GET,/hotels,2224.5177519998833,902
GET,/hotels,241.1721110001963,43
GET,/hotels,391.04111199958425,43
GET,/hotels,417.6317729998118,43
GET,/recommendations,61.36564900043595,902
GET,/hotels,1967.9065939999418,902
GET,/recommendations,31.239624000590993,217
GET,/hotels,2198.231925000073,902
GET,/hotels,270.30366500002856,43
GET,/hotels,225.83114900044166,43
GET,/recommendations,87.259408999671,902
GET,/recommendations,40.54829199958476,902
GET,/recommendations,36.658705001173075,204
GET,/hotels,1346.9578869990073,902
GET,/recommendations,44.06407200076501,216
GET,/hotels,2645.1931490009883,902
GET,/recommendations,65.55287599985604,214
GET,/recommendations,56.82503000025463,204
GET,/recommendations,58.30848299956415,204
GET,/recommendations,66.61665399951744,217
GET,/hotels,377.46457000139344,43
GET,/hotels,2673.7626520007325,902
GET,/recommendations,16.439585999250994,215
GET,/recommendations,32.71748000042862,212
GET,/hotels,3010.5866640005843,902
GET,/recommendations,51.91275800098083,204
GET,/hotels,1562.9003310004919,902
GET,/recommendations,47.0815959997708,217
GET,/hotels,854.984928999329,43
GET,/hotels,3651.4190920006513,902
GET,/recommendations,76.67964899883373,212
GET,/recommendations,73.05608500064409,902
GET,/recommendations,65.13088700012304,902
GET,/hotels,2267.4507470001117,902
GET,/recommendations,46.44089400062512,214
GET,/recommendations,63.7788450003427,212
GET,/recommendations,93.3926710004016,902
GET,/recommendations,71.25379199896997,204
GET,/hotels,1379.6002350009076,43
GET,/hotels,649.3290809994505,43
GET,/recommendations,52.883242000461905,902
GET,/hotels,1056.352698999035,43
GET,/recommendations,34.354688999883365,902
GET,/recommendations,44.13434399975813,902
GET,/hotels,936.4390609989641,43
GET,/hotels,846.4056310003798,43
GET,/hotels,2705.482782999752,902
GET,/recommendations,66.84673500058125,217
GET,/hotels,2552.003186998263,902
GET,/hotels,759.9975280008948,43
GET,/hotels,556.8335710013343,43
GET,/hotels,453.4214750001411,43
GET,/hotels,2415.2155150004546,902
GET,/recommendations,91.80651099995885,902
GET,/recommendations,92.33775199936645,902
GET,/hotels,557.2426180006005,43
GET,/recommendations,82.64193099967088,902
GET,/recommendations,83.91325199954736,217
GET,/recommendations,67.84455799970601,204
GET,/recommendations,74.87347999995109,204
GET,/recommendations,70.64537899896095,204
GET,/hotels,697.210186999655,43
GET,/hotels,3873.1935519990657,560
GET,/hotels,1967.6000270010263,902
GET,/hotels,729.4335270016745,43
GET,/hotels,4033.907028999238,902
GET,/recommendations,142.91005300037796,902
GET,/recommendations,76.07528799962893,902
GET,/hotels,593.6467139999877,43
GET,/hotels,629.9364089991286,43
GET,/hotels,1734.121038000012,902
GET,/hotels,2124.311677998776,902
GET,/hotels,581.2307090000104,43
GET,/hotels,699.0340590000415,43
GET,/recommendations,85.44093699856603,902
GET,/recommendations,97.92992700022296,212
GET,/recommendations,79.95959599975322,902
GET,/hotels,2447.2579170014797,902
GET,/hotels,2286.605025999961,902
GET,/hotels,524.8007450009027,43
GET,/hotels,2007.2876229987742,902
GET,/hotels,1362.9565789997287,902
GET,/recommendations,87.00773200143885,212
GET,/recommendations,79.82528299908154,214
GET,/hotels,2275.178476000292,902
GET,/recommendations,72.63606499873276,204
GET,/hotels,429.9423360007495,43
GET,/hotels,672.126217999903,43
GET,/hotels,555.8770229999936,43
GET,/hotels,340.51609500056657,43
GET,/hotels,4164.9693140007,902
GET,/hotels,304.1626409994933,43
GET,/hotels,2999.196447999566,902
GET,/hotels,2585.858962000202,902
GET,/hotels,440.8867439997266,43
GET,/recommendations,69.30182200085255,212
GET,/hotels,3746.470562999093,902
GET,/hotels,398.8201480005955,43
GET,/recommendations,63.22539999928267,902
GET,/recommendations,65.13173099847336,212
GET,/recommendations,84.12981800029229,212
GET,/hotels,2552.880653000102,902
GET,/recommendations,74.89320900094754,902
GET,/hotels,331.348749999961,43
GET,/recommendations,108.22998299954634,902
GET,/recommendations,92.54005000002508,212
GET,/hotels,369.8670770008903,43
GET,/hotels,2769.3657820000226,902
GET,/hotels,488.03563399997074,43
GET,/hotels,2435.290135001196,902
GET,/hotels,1197.8985910009214,902
GET,/hotels,1628.7701159999415,560
GET,/hotels,3138.9510379995045,902
GET,/recommendations,95.04217999892717,902
GET,/hotels,2119.480934999956,902
GET,/hotels,174.49892700096825,43
GET,/hotels,3186.0565380011394,902
GET,/recommendations,61.1768580001808,211
GET,/hotels,592.7960750013881,902
GET,/recommendations,119.97776499993051,902
GET,/hotels,108.36793899943586,43
GET,/hotels,1023.3338119996915,902
GET,/hotels,1985.9999460004474,902
GET,/recommendations,73.39148599930923,902
GET,/hotels,2414.68273800092,560
GET,/hotels,87.54509200116445,43
GET,/recommendations,86.17177400083165,902
GET,/hotels,112.45092100034526,43
GET,/hotels,154.5172750011261,43
GET,/recommendations,69.15868800024327,212
GET,/hotels,323.3717990005971,43
GET,/recommendations,63.46253300034732,211
GET,/hotels,467.59908000058203,902
GET,/recommendations,67.38021399905847,204
GET,/hotels,2785.4195080017234,902
GET,/hotels,130.56647200028237,43
GET,/recommendations,59.12096699830727,204
GET,/hotels,693.4690899997804,902
GET,/recommendations,63.25107500015292,902
GET,/recommendations,59.68495399974927,204
GET,/recommendations,88.54087500003516,204
GET,/hotels,2612.8250869987824,902
GET,/hotels,149.89930500087212,43
GET,/hotels,2663.5000400001445,902
GET,/recommendations,52.45075600032578,204
GET,/hotels,1202.835149000748,43
GET,/recommendations,52.917022998371976,902
GET,/recommendations,97.0155809991411,204
GET,/recommendations,64.11677200048871,204
GET,/hotels,626.4170470003592,43
GET,/hotels,117.25059099990176,43
GET,/hotels,187.10246500086214,43
GET,/hotels,61.52407099943957,43
GET,/recommendations,63.83491900123772,902
GET,/hotels,97.16766000019561,43
GET,/recommendations,60.32792900077766,204
GET,/recommendations,65.04463199962629,204
GET,/hotels,399.42516799965233,902
GET,/recommendations,76.82992899935925,902
GET,/recommendations,79.37957099966297,902
GET,/hotels,154.93278699977964,178
GET,/hotels,52.58901900015189,178
GET,/hotels,112.53425799986871,43
GET,/recommendations,52.97997300112911,214
GET,/hotels,167.73889000069175,43
GET,/hotels,222.8980589989078,560
GET,/hotels,582.7812570005335,178
GET,/hotels,2755.6637400011823,902
GET,/hotels,49.7762729992246,43
GET,/hotels,205.48545900055615,43
GET,/recommendations,74.56785199974547,216
GET,/hotels,4080.664770999647,560
GET,/recommendations,44.95472900089226,204
GET,/hotels,761.2965190000978,43
GET,/hotels,246.21795399980329,43
GET,/hotels,358.5190700014209,902
GET,/hotels,7759.8738510005205,902
GET,/recommendations,127.80776799991145,212
GET,/hotels,3380.830320000314,902
GET,/hotels,5394.533136999598,902
GET,/hotels,3052.6261960003467,43
GET,/hotels,3295.422225999573,902
GET,/hotels,379.9431679999543,43
GET,/recommendations,73.83066300099017,216
GET,/hotels,5169.584364999537,902
GET,/hotels,401.0765699986223,43
GET,/recommendations,62.00633399930666,215
GET,/hotels,5291.185160000168,902
GET,/recommendations,66.85470400043414,902
GET,/recommendations,65.11914799921215,902
GET,/hotels,6939.170195999395,902
GET,/recommendations,57.722060000742204,902
GET,/hotels,341.32496600068407,43
GET,/hotels,492.26041799920495,43
GET,/recommendations,182.60253500011459,212
GET,/hotels,5074.335658999189,902
GET,/hotels,149.1792559991154,43
GET,/recommendations,101.02434600048582,214
GET,/recommendations,66.56749000103446,215
GET,/recommendations,76.24038899848529,902
GET,/recommendations,56.93566700028896,204
GET,/recommendations,58.0607259998942,902
GET,/recommendations,77.55359899965697,204
GET,/hotels,93.4545589989284,43
GET,/hotels,371.5911990002496,43
GET,/recommendations,48.3806590000313,204
GET,/hotels,34.04210499866167,43
GET,/hotels,167.4475009986054,902
POST,/reservation,1026.729160999821,41
GET,/recommendations,62.937554001109675,212
GET,/hotels,222.61153600084072,902
GET,/hotels,80.58989599885535,43
GET,/hotels,3077.2402880011214,902
GET,/hotels,79.20942199962155,43
GET,/hotels,754.0447400006087,178
