request_type,name,response_time,response_length
GET,/recommendations,4504.963461999068,204
GET,/recommendations,502.41255100081617,204
GET,/recommendations,1501.5660940007365,216
GET,/recommendations,40.809631000229274,902
GET,/recommendations,15.793776999998954,212
GET,/hotels,4047.9038649991708,43
GET,/recommendations,37.23583899954974,204
GET,/hotels,7137.182257998575,902
GET,/hotels,3071.910315999048,43
GET,/hotels,431.3762649999262,43
GET,/hotels,215.95654299926537,43
GET,/hotels,2698.983390999274,43
GET,/hotels,3843.9762300004077,902
GET,/hotels,98.58007300135796,43
GET,/recommendations,16.577352000240353,204
GET,/hotels,67.34920700000657,43
GET,/hotels,51.36726500131772,43
GET,/recommendations,33.419420000427635,902
GET,/recommendations,56.33411600138061,902
GET,/hotels,4845.127259999572,902
GET,/hotels,29.63067900054739,43
GET,/recommendations,20.87185099844646,902
GET,/recommendations,21.49113599989505,214
GET,/hotels,76.87658900067618,43
GET,/hotels,616.6787700003624,902
GET,/recommendations,89.96792899961292,212
GET,/hotels,532.7620539992495,902
GET,/hotels,613.3623789992271,560
GET,/hotels,435.45334999907936,902
GET,/hotels,27.434965999418637,43
GET,/recommendations,15.846463000343647,211
GET,/hotels,26.80899699953443,43
GET,/hotels,355.7188699996914,902
GET,/recommendations,24.340861000382574,212
GET,/recommendations,104.15861299952667,204
GET,/hotels,507.40105799923185,902
GET,/recommendations,131.53082200005883,204
GET,/recommendations,72.66494899886311,214
GET,/recommendations,131.79052300074545,204
GET,/recommendations,12.502767000114545,204
GET,/recommendations,62.50172200088855,902
GET,/hotels,39.41926500010595,43
GET,/hotels,26.696017001086148,43
GET,/recommendations,12.347496000074898,212
GET,/hotels,36.53965400008019,43
GET,/hotels,60.43137200140336,43
GET,/recommendations,30.221241000617738,212
GET,/hotels,421.77792400070757,560
GET,/hotels,40.18121199987945,43
GET,/hotels,59.113065000929055,43
GET,/hotels,373.288982998929,902
GET,/hotels,362.2073320002528,902
GET,/recommendations,54.80465300024662,204
GET,/recommendations,59.291421001034905,212
GET,/hotels,214.7386260003259,902
GET,/recommendations,51.360190998821054,204
GET,/hotels,597.8334869996615,902
GET,/recommendations,19.203015999664785,204
GET,/hotels,41.0032260006119,43
GET,/recommendations,50.99337799947534,212
GET,/hotels,52.34060399925511,43
GET,/hotels,1063.5584600004222,902
GET,/hotels,711.9936910003162,902
GET,/recommendations,10.877515000174753,204
GET,/hotels,912.0238850009628,902
GET,/recommendations,13.14115899913304,214
GET,/recommendations,60.9855670008983,902
GET,/hotels,66.91621500067413,43
GET,/hotels,446.2419760002376,902
GET,/hotels,40.92644800039125,43
GET,/recommendations,31.19272000003548,902
GET,/recommendations,14.738867001142353,902
GET,/hotels,122.16042500040203,43
GET,/recommendations,13.787174999379204,204
GET,/recommendations,35.60767999988457,212
GET,/hotels,33.0929189985909,43
GET,/hotels,57.732322999072494,43
GET,/hotels,21.5506770000502,43
GET,/hotels,415.529054000217,902
GET,/hotels,408.4317100005137,902
GET,/hotels,53.91581299954851,43
GET,/hotels,73.22577699960675,43
GET,/hotels,460.6657759995869,902
GET,/recommendations,42.99885499858647,902
GET,/recommendations,37.307538999812095,204
GET,/hotels,652.4414550003712,902
GET,/hotels,436.62085799951456,902
GET,/hotels,75.62751700061199,43
GET,/hotels,82.69430799919064,43
GET,/recommendations,18.218150000393507,204
GET,/hotels,57.54664600135584,43
GET,/recommendations,39.71758999978192,212
GET,/recommendations,38.05454599933,902
GET,/recommendations,19.90146400021331,215
GET,/hotels,290.70010199939134,902
GET,/hotels,26.345922000473365,43
GET,/recommendations,32.23624000020209,902
GET,/hotels,191.22003000120458,902
GET,/recommendations,56.197358999270364,214
GET,/hotels,80.0982099990506,43
GET,/hotels,332.1652090016869,902
GET,/recommendations,30.063019999943208,204
GET,/recommendations,49.31010300060734,214
GET,/hotels,339.0809380016435,902
GET,/hotels,31.09288199993898,43
GET,/hotels,812.8247220010962,560
GET,/recommendations,14.942905998395872,217
GET,/recommendations,41.3255500006926,215
GET,/recommendations,31.76854400044249,217
GET,/recommendations,37.335130999053945,204
GET,/recommendations,30.721621000338928,214
GET,/hotels,407.59882100064715,902
GET,/hotels,510.0548579994211,43
GET,/recommendations,42.9721789987525,212
GET,/hotels,189.081319998877,902
GET,/hotels,500.56523000057496,43
GET,/hotels,21.53091899890569,43
GET,/hotels,37.02524899927084,43
GET,/hotels,69.3103939993307,43
GET,/recommendations,27.861337999638636,204
GET,/recommendations,32.01520099901245,204
GET,/recommendations,32.43968100105121,215
GET,/hotels,339.4192239993572,902
GET,/hotels,776.7913070001669,902
GET,/recommendations,42.969688000084716,204
GET,/hotels,725.0385789993743,560
GET,/hotels,829.3790970001282,43
GET,/hotels,16.82922300096834,43
POST,/user,27.49377899999672,64
GET,/hotels,31.4948289997119,43
GET,/recommendations,55.07121799928427,902
GET,/recommendations,14.83467800062499,204
GET,/recommendations,40.63869900164718,902
GET,/hotels,524.3715619999421,902
GET,/recommendations,37.31146899917803,902
GET,/recommendations,11.798395000369055,902
GET,/hotels,386.62358799956564,560
GET,/hotels,352.7154519997566,902
GET,/hotels,51.799542001390364,43
GET,/hotels,258.738294000068,902
GET,/hotels,284.789251998518,902
GET,/hotels,51.45461800020712,43
GET,/hotels,771.5006559992617,902
GET,/hotels,303.0907309985196,902
GET,/hotels,702.1185819994571,902
GET,/hotels,60.43753599988122,43
GET,/hotels,870.743206998668,902
GET,/hotels,584.2518539993762,902
GET,/hotels,461.5253810006834,902
GET,/hotels,556.3164359991788,902
GET,/recommendations,20.8235420013807,902
GET,/hotels,35.53154499968514,43
GET,/hotels,697.769435999362,902
GET,/recommendations,34.28465300021344,204
