Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,65530,2,87,107.10606333988255,12.92438618838787,300075.85270516574,43.004242331756444,108.43436255121281,0.0033094571204398842,87,110,120,120,140,170,210,230,2500,8500,300000
GET,/recommendations,41644,0,14,23.91127462870711,4.437708295881748,5826.926374807954,438.6029680145999,68.90951616179927,0.0,14,20,24,28,38,49,78,120,820,4800,5800
POST,/reservation,1059,0,26,41.016476482110725,8.306418545544147,5110.719334334135,64.0,1.7523575452729188,0.0,26,32,37,40,49,62,120,130,5100,5100,5100
POST,/user,1058,0,12,15.487578349797115,5.7222116738557816,678.0408965423703,64.0,1.7507028167126988,0.0,12,14,17,19,23,28,41,110,130,680,680
,Aggregated,109291,2,52,73.87839582206242,4.437708295881748,300075.85270516574,194.14899671519154,180.8469390749977,0.0033094571204398842,52,81,99,110,130,150,190,220,1800,8500,300000
