Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,260443,10429,300.0,982.9693899332079,7.852565000575851,85827.03599999967,427.8325852489796,72.12662136461456,2.888188717729274,300,630,1100,1500,2800,4400,6500,8500,13000,15000,86000
GET,/recommendations,166714,0,33,38.91348765820598,5.756346999987727,4087.4260549999235,441.2288230142639,46.16947875036132,0.0,33,40,45,50,64,81,110,130,260,1100,4100
POST,/reservation,4306,0,350.0,468.6718189163836,9.333191999758128,4616.7798089991265,41.71040408732002,1.1924959841348408,0.0,350,440,530,590,840,1200,1800,2300,3800,4600,4600
POST,/user,4477,0,24,28.152299813049044,5.114431999572844,2053.4917989998576,64.0,1.239852420104896,0.0,24,28,31,34,42,54,83,100,200,2100,2100
,Aggregated,435940,10429,77,607.053857646332,5.114431999572844,85827.03599999967,425.40523237142725,120.72844851921562,2.888188717729274,77,230,440,660,1800,3200,5200,6900,13000,15000,86000
