Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,22605,7062,1800.0,3611.0780764389365,22.554660999958287,99097.7882870011,292.02313647423136,53.23600945104192,16.631395653318208,1800,3400,4800,5800,8800,14000,19000,24000,38000,76000,99000
GET,/recommendations,15035,0,84,811.9606989285614,18.31374500034144,90805.22030700013,436.01928832723644,35.408246056023685,0.0,84,460,620,730,1600,3200,7900,12000,34000,65000,91000
POST,/reservation,393,0,390.0,1208.9363117455327,24.842115000865306,42893.999875999725,41.11704834605598,0.9255364615907754,0.0,390,650,880,1000,2300,4200,8600,20000,43000,43000,43000
POST,/user,385,0,72,947.4432347168495,16.4355520009849,60627.274905999,64.0,0.9066960247136094,0.0,72,490,650,730,1600,3000,7000,17000,61000,61000,61000
,Aggregated,38418,7062,680.0,2464.3689583574082,16.4355520009849,99097.7882870011,343.5247019626217,90.47648799337,16.631395653318208,680,1700,2900,3800,7000,10000,18000,21000,37000,76000,99000
