Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,44340,1998,230.0,556.3302588411839,7.132356999136391,14815.136393001012,427.7751691474966,73.16719209851618,3.2969790214892947,230,390,560,730,1500,2400,3700,4600,8000,15000,15000
GET,/recommendations,28272,0,25,30.735293312107572,4.698670998550369,4911.818672000663,441.1605829088851,46.652748195968634,0.0,25,32,37,40,49,58,76,90,240,4900,4900
POST,/reservation,743,0,310.0,375.4783331669013,9.485672999289818,3387.8026620004675,41.46433378196501,1.2260537602435164,0.0,310,370,450,490,640,850,1000,1300,3400,3400,3400
POST,/user,742,0,18,23.00506034232065,4.151658000409952,1945.6946259997494,64.0,1.2244036205931215,0.0,18,21,24,26,31,40,70,83,1900,1900,1900
,Aggregated,74097,1998,62,348.63330561095574,4.151658000409952,14815.136393001012,425.3659257459816,122.27039767532145,3.2969790214892947,62,190,310,410,890,1700,3000,3900,7300,13000,15000
