,index,srv-recommendation_autoscaler_requested_pods,srv-recommendation_autoscaler_terminating_pods,srv-recommendation_autoscaler_actual_pods,srv-recommendation_activator_request_concurrency,srv-recommendation_autoscaler_desired_pods,srv-recommendation_autoscaler_stable_request_concurrency,srv-recommendation_autoscaler_panic_request_concurrency,srv-recommendation_autoscaler_target_concurrency_per_pod,srv-recommendation_autoscaler_excess_burst_capacity,srv-recommendation_container_cpu_usage_seconds_total
0,1753913321,0.0,0.0,0.0,,0.0,0.0,0.0,70.0,-211.0,
1,1753913326,5.0,0.0,2.0,,5.0,5.01248,5.01248,70.0,-17.0,
2,1753913331,5.0,0.0,2.0,,5.0,5.01248,5.01248,70.0,-17.0,
3,1753913336,5.0,0.0,2.0,0.18637021447430596,5.0,5.01248,5.01248,70.0,-17.0,0.007801245845078213
4,1753913341,5.0,0.0,2.0,0.18637021447430596,5.0,5.01248,5.01248,70.0,-17.0,0.023606359495759822
5,1753913346,5.0,0.0,2.0,0.18637021447430596,5.0,5.01248,5.01248,70.0,-17.0,0.025697375713034026
6,1753913351,5.0,0.0,2.0,0.18637021447430596,5.0,5.01248,5.01248,70.0,-17.0,0.030671598239290505
7,1753913356,5.0,0.0,5.0,0.18637021447430596,5.0,0.701468,0.107849,70.0,288.0,0.03576395065562805
8,1753913361,5.0,0.0,5.0,0.18637021447430596,5.0,0.701468,0.107849,70.0,288.0,0.03810665163235503
9,1753913366,5.0,0.0,5.0,0.0,5.0,0.701468,0.107849,70.0,288.0,0.042240391809310995
10,1753913371,5.0,0.0,5.0,0.0,5.0,0.701468,0.107849,70.0,288.0,0.04780130296885356
11,1753913376,5.0,0.0,5.0,0.0,5.0,0.701468,0.107849,70.0,288.0,0.05076905775544792
12,1753913381,5.0,0.0,5.0,0.0,5.0,0.701468,0.107849,70.0,288.0,0.056027881963910856
13,1753913386,5.0,0.0,5.0,0.0,5.0,0.100888,0.099676,70.0,288.0,0.05104927101730802
14,1753913391,5.0,0.0,5.0,0.0,5.0,0.100888,0.099676,70.0,288.0,0.05283100084561235
