,index,srv-recommendation_autoscaler_requested_pods,srv-recommendation_autoscaler_terminating_pods,srv-recommendation_autoscaler_actual_pods,srv-recommendation_activator_request_concurrency,srv-recommendation_autoscaler_desired_pods,srv-recommendation_autoscaler_stable_request_concurrency,srv-recommendation_autoscaler_panic_request_concurrency,srv-recommendation_autoscaler_target_concurrency_per_pod,srv-recommendation_autoscaler_excess_burst_capacity,srv-recommendation_container_cpu_usage_seconds_total
0,1754168654,0.0,0.0,0.0,,0.0,-1e-06,0.0,70.0,-211.0,
1,1754168659,0.0,0.0,0.0,,0.0,-1e-06,0.0,70.0,-211.0,
2,1754168664,0.0,0.0,0.0,,0.0,-1e-06,0.0,70.0,-211.0,0.012174369311762778
3,1754168669,5.0,0.0,5.0,,5.0,0.979421,0.065919,70.0,288.0,0.024790163323693326
4,1754168674,5.0,0.0,5.0,,5.0,0.979421,0.065919,70.0,288.0,0.02498102411357095
5,1754168679,5.0,0.0,5.0,0.0,5.0,0.979421,0.065919,70.0,288.0,0.026908447870786736
6,1754168684,5.0,0.0,5.0,0.0,5.0,0.979421,0.065919,70.0,288.0,0.02963316552724068
7,1754168689,5.0,0.0,5.0,0.0,5.0,0.979421,0.065919,70.0,288.0,0.03273609251685971
8,1754168694,5.0,0.0,5.0,0.0,5.0,0.979421,0.065919,70.0,288.0,0.03763434294105873
9,1754168699,5.0,0.0,5.0,0.0,5.0,0.427841,0.102794,70.0,288.0,0.041710323121106674
10,1754168704,5.0,0.0,5.0,0.0,5.0,0.427841,0.102794,70.0,288.0,0.04754318282183573
11,1754168709,5.0,0.0,5.0,0.0,5.0,0.427841,0.102794,70.0,288.0,0.04147746286801394
12,1754168714,5.0,0.0,5.0,0.0,5.0,0.427841,0.102794,70.0,288.0,0.04448501372023058
13,1754168719,5.0,0.0,5.0,0.0,5.0,0.427841,0.102794,70.0,288.0,0.04363880036194137
14,1754168724,5.0,0.0,5.0,0.0,5.0,0.427841,0.102794,70.0,288.0,0.047915928656741234
