index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
1759510359,3.0,0.0,3.0,29.83689725352751,6.0,40.030765,0.0,7.0,-181.0,0.4391337868702304
1759510364,3.0,0.0,3.0,29.83689725352751,6.0,40.030765,0.0,7.0,-181.0,0.4253951570382725
1759510369,3.0,0.0,3.0,29.83689725352751,6.0,40.030765,0.0,7.0,-181.0,0.4229122646172816
1759510374,3.0,0.0,3.0,29.83689725352751,6.0,40.030765,0.0,7.0,-181.0,0.41132447194427946
1759510379,3.0,0.0,3.0,29.83689725352751,6.0,61.077528,0.0,7.0,-181.0,0.3927667007137029
1759510384,3.0,0.0,3.0,29.83689725352751,6.0,61.077528,0.0,7.0,-181.0,0.3502282431026624
1759510389,3.0,0.0,3.0,78.84148230767727,6.0,61.077528,0.0,7.0,-181.0,0.2992331160921451
1759510394,3.0,0.0,3.0,78.84148230767727,6.0,61.077528,0.0,7.0,-181.0,0.28974433880923456
1759510399,3.0,0.0,3.0,78.84148230767727,6.0,61.077528,0.0,7.0,-181.0,0.262233408171068
1759510404,3.0,0.0,3.0,78.84148230767727,6.0,61.077528,0.0,7.0,-181.0,0.2797948455402192
1759510409,3.0,0.0,0.0,78.84148230767727,3.0,167.769573,0.0,7.0,-211.0,0.23118207257102125
1759510414,3.0,0.0,0.0,78.84148230767727,3.0,167.769573,0.0,7.0,-211.0,0.13692019482118226
1759510419,3.0,0.0,0.0,78.84148230767727,3.0,167.769573,0.0,7.0,-211.0,0.08953122499999999
1759510419,3.0,0.0,0.0,,3.0,167.769573,0.0,7.0,-211.0,0.08953122499999999
1759510424,3.0,0.0,0.0,,3.0,167.769573,0.0,7.0,-211.0,0.08953122499999999
1759510429,3.0,0.0,0.0,,3.0,167.769573,0.0,7.0,-211.0,0.0918320387896472
1759510434,3.0,0.0,0.0,,3.0,167.769573,0.0,7.0,-211.0,0.09244720086353166
1759510439,3.0,0.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.09440757985740261
1759510444,3.0,0.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.004485766572549681
1759510449,3.0,0.0,3.0,39.52023718714132,1.0,-1e-06,0.0,7.0,-181.0,0.020690772831709604
1759510454,3.0,0.0,3.0,39.52023718714132,1.0,-1e-06,0.0,7.0,-181.0,0.05516284607153758
1759510459,3.0,0.0,3.0,39.52023718714132,1.0,-1e-06,0.0,7.0,-181.0,0.10488017365118825
1759510464,3.0,0.0,3.0,39.52023718714132,1.0,-1e-06,0.0,7.0,-181.0,0.12779158222183135
1759510469,3.0,3.0,3.0,39.52023718714132,15.0,41.617043,5.477357,7.0,-187.0,0.1314153514734867
1759510474,3.0,3.0,3.0,39.52023718714132,15.0,41.617043,5.477357,7.0,-187.0,0.18343683917993112
1759510479,3.0,3.0,3.0,13.758865871468071,15.0,41.617043,5.477357,7.0,-187.0,0.18980639832656987
1759510479,3.0,3.0,3.0,13.758865871468071,15.0,41.617043,5.477357,7.0,-187.0,0.18980639832656987
1759510484,3.0,3.0,3.0,13.758865871468071,15.0,41.617043,5.477357,7.0,-187.0,0.24018396956567734
1759510489,3.0,3.0,3.0,13.758865871468071,15.0,41.617043,5.477357,7.0,-187.0,0.26552225908063565
1759510494,3.0,3.0,3.0,13.758865871468071,15.0,41.617043,5.477357,7.0,-187.0,0.2914424165634405
1759510499,3.0,0.0,3.0,13.758865871468071,4.0,27.084024,65.627845,7.0,-247.0,0.2921793614354153
1759510504,3.0,0.0,3.0,13.758865871468071,4.0,27.084024,65.627845,7.0,-247.0,0.33293161986723663
1759510509,3.0,0.0,3.0,11.351110678017607,4.0,27.084024,65.627845,7.0,-247.0,0.3371019087356702
1759510514,3.0,0.0,3.0,11.351110678017607,4.0,27.084024,65.627845,7.0,-247.0,0.3239028818931621
1759510519,3.0,0.0,3.0,11.351110678017607,4.0,27.084024,65.627845,7.0,-247.0,0.3436536603154031
1759510524,3.0,0.0,3.0,11.351110678017607,4.0,27.084024,65.627845,7.0,-247.0,0.34462072931615084
1759510529,3.0,0.0,3.0,11.351110678017607,15.0,87.733174,37.720238,7.0,-219.0,0.35644758537272614
1759510534,3.0,0.0,3.0,11.351110678017607,15.0,87.733174,37.720238,7.0,-219.0,0.3585375760385929
1759510539,3.0,0.0,3.0,43.9914578891384,15.0,87.733174,37.720238,7.0,-219.0,0.3585375760385929
1759510539,3.0,0.0,3.0,43.9914578891384,15.0,87.733174,37.720238,7.0,-219.0,0.3585375760385929
1759510544,3.0,0.0,3.0,43.9914578891384,15.0,87.733174,37.720238,7.0,-219.0,0.3294755180380497
1759510549,3.0,0.0,3.0,43.9914578891384,15.0,87.733174,37.720238,7.0,-219.0,0.3427015307647295
1759510554,3.0,0.0,3.0,43.9914578891384,15.0,87.733174,37.720238,7.0,-219.0,0.34423143806116147
1759510559,3.0,0.0,3.0,43.9914578891384,15.0,54.752507,74.721848,7.0,-256.0,0.2916507157050328
1759510564,3.0,0.0,3.0,43.9914578891384,15.0,54.752507,74.721848,7.0,-256.0,0.3313868360861953
1759510569,3.0,0.0,3.0,24.30062479742375,15.0,54.752507,74.721848,7.0,-256.0,0.32800230398346675
1759510574,3.0,0.0,3.0,24.30062479742375,15.0,54.752507,74.721848,7.0,-256.0,0.31634920896697166
1759510579,3.0,0.0,3.0,24.30062479742375,15.0,54.752507,74.721848,7.0,-256.0,0.31823747618247894
1759510584,3.0,0.0,3.0,24.30062479742375,15.0,54.752507,74.721848,7.0,-256.0,0.3167899922444312
1759510589,3.0,0.0,3.0,24.30062479742375,7.0,42.041196,75.26105,7.0,-257.0,0.3140849159865232
1759510594,3.0,0.0,3.0,24.30062479742375,7.0,42.041196,75.26105,7.0,-257.0,0.3455065157909952
1759510599,3.0,0.0,3.0,5.5043291123220595,7.0,42.041196,75.26105,7.0,-257.0,0.3455065157909952
1759510599,3.0,0.0,3.0,5.5043291123220595,7.0,42.041196,75.26105,7.0,-257.0,0.3455065157909952
1759510604,3.0,0.0,3.0,5.5043291123220595,7.0,42.041196,75.26105,7.0,-257.0,0.316343995395134
1759510609,3.0,0.0,3.0,5.5043291123220595,7.0,42.041196,75.26105,7.0,-257.0,0.3138190036509061
1759510614,3.0,0.0,3.0,5.5043291123220595,7.0,42.041196,75.26105,7.0,-257.0,0.32473159812121316
1759510619,3.0,0.0,3.0,5.5043291123220595,5.0,29.675111,7.210652,7.0,-189.0,0.3057792603817496
1759510624,3.0,0.0,3.0,5.5043291123220595,5.0,29.675111,7.210652,7.0,-189.0,0.30562223942684974
1759510629,3.0,0.0,3.0,61.8975125749632,5.0,29.675111,7.210652,7.0,-189.0,0.309674665360152
1759510634,3.0,0.0,3.0,61.8975125749632,5.0,29.675111,7.210652,7.0,-189.0,0.3076783014267924
1759510639,3.0,0.0,3.0,61.8975125749632,5.0,29.675111,7.210652,7.0,-189.0,0.2988284594630559
1759510644,3.0,0.0,3.0,61.8975125749632,5.0,29.675111,7.210652,7.0,-189.0,0.3044281912600736
1759510649,3.0,0.0,3.0,61.8975125749632,3.0,8.63976,18.774189,7.0,-200.0,0.3103631029527164
1759510654,3.0,0.0,3.0,61.8975125749632,3.0,8.63976,18.774189,7.0,-200.0,0.3125781934998098
1759510659,3.0,0.0,3.0,11.473601183248213,3.0,8.63976,18.774189,7.0,-200.0,0.31883374330036823
1759510659,3.0,0.0,3.0,11.473601183248213,3.0,8.63976,18.774189,7.0,-200.0,0.35112199852750164
1759510664,3.0,0.0,3.0,11.473601183248213,3.0,8.63976,18.774189,7.0,-200.0,0.3587196836782316
1759510669,3.0,0.0,3.0,11.473601183248213,3.0,8.63976,18.774189,7.0,-200.0,0.3919898672040538
