,index,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_activator_request_concurrency,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
0,1752409784,1.0,0.0,1.0,2.684047376166667,0.0,-1e-06,0.0,70.0,-111.0,0.07385350770478508
1,1752409789,5.0,0.0,1.0,2.684047376166667,5.0,9.207418,38.844172,70.0,-150.0,0.07385350770478508
2,1752409794,5.0,0.0,1.0,2.684047376166667,5.0,9.207418,38.844172,70.0,-150.0,0.10632974682323902
3,1752409799,5.0,0.0,1.0,21.158191925469367,5.0,9.207418,38.844172,70.0,-150.0,0.14282924156836332
4,1752409804,5.0,0.0,1.0,21.158191925469367,5.0,9.207418,38.844172,70.0,-150.0,0.17043553780419837
5,1752409809,5.0,0.0,1.0,21.158191925469367,5.0,9.207418,38.844172,70.0,-150.0,0.13112061509903605
6,1752409814,5.0,0.0,1.0,21.158191925469367,5.0,9.207418,38.844172,70.0,-150.0,0.13112061509903605
7,1752409819,5.0,0.0,1.0,21.158191925469367,5.0,63.566496,118.585875,70.0,-230.0,0.09868390841480708
8,1752409824,5.0,0.0,1.0,21.158191925469367,5.0,63.566496,118.585875,70.0,-230.0,0.08287924675662779
9,1752409829,5.0,0.0,1.0,345.1241927877614,5.0,63.566496,118.585875,70.0,-230.0,0.08287924675662779
10,1752409834,5.0,0.0,1.0,345.1241927877614,5.0,63.566496,118.585875,70.0,-230.0,0.08287924675662779
11,1752409839,5.0,0.0,1.0,345.1241927877614,5.0,63.566496,118.585875,70.0,-230.0,0.029064314845024475
12,1752409844,5.0,0.0,1.0,345.1241927877614,5.0,63.566496,118.585875,70.0,-230.0,0.029064314845024475
13,1752409849,7.0,0.0,1.0,345.1241927877614,7.0,206.801199,68.53925,70.0,-180.0,0.03184529657477029
14,1752409854,7.0,0.0,1.0,345.1241927877614,7.0,206.801199,68.53925,70.0,-180.0,0.026701079546724474
15,1752409859,7.0,0.0,1.0,361.692705272632,7.0,206.801199,68.53925,70.0,-180.0,0.026701079546724474
16,1752409864,7.0,0.0,1.0,361.692705272632,7.0,206.801199,68.53925,70.0,-180.0,0.02332043783870793
17,1752409869,7.0,0.0,1.0,361.692705272632,7.0,206.801199,68.53925,70.0,-180.0,0.01862138593066829
18,1752409874,7.0,0.0,1.0,361.692705272632,7.0,206.801199,68.53925,70.0,-180.0,0.020300113070559987
19,1752409879,7.0,0.0,1.0,361.692705272632,7.0,333.156044,451.204323,70.0,-563.0,0.020300113070559987
20,1752409884,7.0,0.0,1.0,361.692705272632,7.0,333.156044,451.204323,70.0,-563.0,0.020105468073144468
21,1752409889,7.0,0.0,1.0,1.7109865772486106,7.0,333.156044,451.204323,70.0,-563.0,0.022870027095608782
22,1752409894,7.0,0.0,1.0,1.7109865772486106,7.0,333.156044,451.204323,70.0,-563.0,0.022870027095608782
23,1752409899,7.0,0.0,1.0,1.7109865772486106,7.0,333.156044,451.204323,70.0,-563.0,0.014039403768507052
24,1752409904,7.0,0.0,1.0,1.7109865772486106,7.0,333.156044,451.204323,70.0,-563.0,0.025377349104576542
25,1752409909,11.0,0.0,1.0,1.7109865772486106,11.0,438.314394,699.380711,70.0,-811.0,0.029419222382034912
26,1752409914,11.0,0.0,1.0,1.7109865772486106,11.0,438.314394,699.380711,70.0,-811.0,0.029419222382034912
27,1752409919,11.0,0.0,1.0,440.0692628574022,11.0,438.314394,699.380711,70.0,-811.0,0.024539549445803957
28,1752409924,11.0,0.0,1.0,440.0692628574022,11.0,438.314394,699.380711,70.0,-811.0,0.02672733904367473
29,1752409929,11.0,0.0,1.0,440.0692628574022,11.0,438.314394,699.380711,70.0,-811.0,0.02337964914853452
30,1752409934,11.0,0.0,1.0,440.0692628574022,11.0,438.314394,699.380711,70.0,-811.0,0.02388708218320161
31,1752409939,11.0,0.0,1.0,440.0692628574022,11.0,485.346254,502.598655,70.0,-614.0,0.02388708218320161
32,1752409944,11.0,0.0,1.0,440.0692628574022,11.0,485.346254,502.598655,70.0,-614.0,0.024498463014623557
33,1752409949,11.0,0.0,1.0,686.2060851479059,11.0,485.346254,502.598655,70.0,-614.0,0.01344957506145821
34,1752409954,11.0,0.0,1.0,686.2060851479059,11.0,485.346254,502.598655,70.0,-614.0,0.014838643520053145
35,1752409959,11.0,0.0,1.0,686.2060851479059,11.0,485.346254,502.598655,70.0,-614.0,0.014838643520053145
36,1752409964,11.0,0.0,1.0,686.2060851479059,11.0,485.346254,502.598655,70.0,-614.0,0.017334953354561238
37,1752409969,11.0,0.0,1.0,686.2060851479059,11.0,509.74501,390.1753,70.0,-502.0,0.014423423237371445
38,1752409974,11.0,0.0,1.0,686.2060851479059,11.0,509.74501,390.1753,70.0,-502.0,0.014423423237371445
39,1752409979,11.0,0.0,1.0,297.83384872683314,11.0,509.74501,390.1753,70.0,-502.0,0.013104627383931382
40,1752409984,11.0,0.0,1.0,297.83384872683314,11.0,509.74501,390.1753,70.0,-502.0,0.02320475382650629
41,1752409989,11.0,0.0,1.0,297.83384872683314,11.0,509.74501,390.1753,70.0,-502.0,0.022100470797811543
42,1752409994,11.0,0.0,1.0,297.83384872683314,11.0,509.74501,390.1753,70.0,-502.0,0.020254472413520165
43,1752409999,11.0,0.0,1.0,297.83384872683314,11.0,491.539105,527.440537,70.0,-639.0,0.020254472413520165
44,1752410004,11.0,0.0,1.0,297.83384872683314,11.0,491.539105,527.440537,70.0,-639.0,0.022311375297209272
45,1752410009,11.0,0.0,1.0,427.8233477087615,11.0,491.539105,527.440537,70.0,-639.0,0.016899602611907635
46,1752410014,11.0,0.0,1.0,427.8233477087615,11.0,491.539105,527.440537,70.0,-639.0,0.019944071186212192
47,1752410019,11.0,0.0,1.0,427.8233477087615,11.0,491.539105,527.440537,70.0,-639.0,0.019944071186212192
48,1752410024,11.0,0.0,1.0,427.8233477087615,11.0,491.539105,527.440537,70.0,-639.0,0.015893126339810545
49,1752410029,11.0,0.0,1.0,427.8233477087615,11.0,420.024556,389.707188,70.0,-501.0,0.006245316916590802
50,1752410034,11.0,0.0,1.0,427.8233477087615,11.0,420.024556,389.707188,70.0,-501.0,0.006874553529244935
