request_type,name,response_time,response_length,status_code
GET,/recommendations,4455.421579004906,902, 200
GET,/recommendations,3451.8237140000565,215, 200
GET,/recommendations,2482.0455020017107,902, 200
GET,/recommendations,185.43740099994466,204, 200
GET,/hotels,3894.255520994193,43, 200
GET,/hotels,8869.979800001602,43, 200
GET,/hotels,2886.361119999492,43, 200
GET,/recommendations,152.44589999929303,902, 200
GET,/hotels,288.6908959990251,43, 200
GET,/hotels,1229.702937998809,902, 200
GET,/hotels,338.3112320007058,902, 200
GET,/hotels,9935.553748997336,178, 500
GET,/hotels,2912.3479850022704,178, 500
GET,/recommendations,190.67505600105505,217, 200
GET,/hotels,206.20592500199564,178, 500
GET,/hotels,959.4253539980855,902, 200
GET,/hotels,193.6298189975787,902, 200
GET,/hotels,240.73439300264,43, 200
GET,/hotels,74.88733599893749,43, 200
GET,/hotels,174.0848730041762,43, 200
GET,/hotels,37.478905003808904,43, 200
GET,/hotels,49.86027200357057,43, 200
GET,/recommendations,23.815519001800567,902, 200
GET,/recommendations,159.57455900206696,216, 200
GET,/hotels,31.16906100331107,43, 200
GET,/hotels,440.25787400460104,902, 200
GET,/hotels,38.11165299703134,43, 200
GET,/hotels,325.47630600311095,902, 200
GET,/hotels,33.35728900128743,43, 200
GET,/recommendations,29.32435800175881,215, 200
GET,/hotels,44.79321299731964,43, 200
GET,/hotels,659.7567520002485,560, 200
GET,/hotels,427.9598700013594,902, 200
GET,/hotels,65.18052000319585,43, 200
GET,/recommendations,31.553184999211226,212, 200
GET,/hotels,43.84730799938552,43, 200
GET,/hotels,749.1753429931123,902, 200
GET,/recommendations,250.70034500095062,204, 200
GET,/hotels,146.93822999834083,43, 200
GET,/recommendations,144.49934800359188,212, 200
GET,/hotels,186.79831299959915,902, 200
GET,/hotels,69.83030900300946,43, 200
GET,/hotels,400.1345409997157,560, 200
GET,/recommendations,22.337058995617554,212, 200
GET,/recommendations,22.460804000729695,216, 200
GET,/hotels,482.7488680020906,902, 200
GET,/recommendations,35.221660997194704,902, 200
GET,/hotels,112.29959400225198,43, 200
GET,/hotels,359.931320999749,902, 200
GET,/recommendations,210.0223140005255,211, 200
GET,/hotels,301.916655000241,902, 200
GET,/recommendations,113.05383300350513,212, 200
GET,/hotels,26.783470006193966,43, 200
GET,/recommendations,84.29003399942303,902, 200
GET,/hotels,70.8382380034891,43, 200
GET,/recommendations,212.71266900293995,204, 200
GET,/hotels,232.3092189981253,902, 200
GET,/hotels,59.917209000559524,43, 200
GET,/recommendations,98.32931099663256,204, 200
GET,/hotels,211.09212999726878,902, 200
GET,/hotels,519.6579550029128,902, 200
GET,/hotels,270.15780500369146,43, 200
GET,/hotels,97.58070200041402,43, 200
GET,/recommendations,96.95649200148182,902, 200
GET,/recommendations,43.12467999989167,902, 200
GET,/recommendations,56.45128500327701,212, 200
GET,/recommendations,25.342811000882648,204, 200
GET,/recommendations,314.346191000368,204, 200
GET,/recommendations,104.93909000069834,212, 200
GET,/hotels,195.511414000066,43, 200
GET,/hotels,75.85983000171836,43, 200
GET,/recommendations,54.23055800201837,204, 200
GET,/hotels,256.1222129952512,43, 200
GET,/recommendations,39.13200899842195,215, 200
GET,/hotels,2391.3858700034325,178, 500
GET,/hotels,617.8090210014489,178, 500
GET,/recommendations,28.292436996707693,902, 200
GET,/hotels,351.43487899767933,43, 200
GET,/hotels,1824.2070440028328,902, 200
GET,/hotels,32.94058499886887,178, 500
GET,/recommendations,23.8322809964302,214, 200
GET,/recommendations,33.603998002945445,204, 200
GET,/hotels,2510.7822680001846,902, 200
GET,/hotels,2412.91408300458,902, 200
GET,/hotels,3364.3698899977608,902, 200
GET,/hotels,3216.0539510005037,902, 200
GET,/recommendations,45.385948003968224,212, 200
GET,/hotels,120.80184400110738,43, 200
GET,/hotels,2705.0578119960846,902, 200
GET,/recommendations,29.55014500184916,902, 200
POST,/reservation,351.56669600110035,41, 200
GET,/hotels,632.0817720043124,902, 200
GET,/hotels,63.80260400328552,43, 200
GET,/recommendations,41.310612999950536,216, 200
GET,/hotels,128.52339600067353,43, 200
GET,/hotels,97.96867900149664,43, 200
GET,/recommendations,75.24117900175042,204, 200
GET,/recommendations,31.121574000280816,204, 200
GET,/recommendations,29.59526099584764,902, 200
GET,/hotels,58.185865003906656,43, 200
GET,/hotels,71.0349450018839,43, 200
GET,/hotels,35.13491599733243,43, 200
GET,/hotels,110.65234200214036,43, 200
GET,/hotels,487.6859809955931,902, 200
GET,/recommendations,43.13636999722803,902, 200
GET,/hotels,872.1673469990492,902, 200
GET,/hotels,342.57421900110785,902, 200
GET,/hotels,773.8130450015888,902, 200
GET,/hotels,827.3217079986352,902, 200
GET,/hotels,72.10791100078495,43, 200
GET,/recommendations,40.130238005076535,212, 200
GET,/hotels,752.7031839999836,902, 200
GET,/hotels,81.60511000460247,43, 200
GET,/hotels,125.35867300175596,43, 200
GET,/hotels,348.8009379943833,560, 200
