Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,74193,64791,710.0,1356.278270971744,17.742552001436707,58631.22153400036,202.79213672448884,75.39153668774829,65.83765386944725,710,1100,1500,1800,3000,5500,9000,12000,25000,38000,59000
GET,/recommendations,46686,0,620.0,1059.6941431381886,16.917486995225772,49936.28352900123,437.3678190463951,47.44018009521406,0.0,620,980,1200,1500,2000,3400,6600,9600,24000,43000,50000
POST,/reservation,1233,0,970.0,1634.975196831188,21.139427997695748,40880.104627001856,41.33576642335766,1.2529182636636023,0.0,970,1400,1700,1900,3300,5700,9100,11000,35000,41000,41000
POST,/user,1186,0,640.0,1056.3952261997904,16.322092997143045,24535.370685996895,64.0,1.2051590111151924,0.0,640,990,1200,1500,2000,3700,6700,9000,24000,25000,25000
,Aggregated,123298,64791,670.0,1243.8810335992634,16.322092997143045,58631.22153400036,288.66309266979187,125.28979405774115,65.83765386944725,670,1000,1400,1700,2600,4800,8300,11000,25000,40000,59000
