Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,41322,873,370.0,641.2465284441199,9.922567754983902,10473.689643666148,45.852112676056336,68.27898535766222,1.442513775161878,370,570,750,910,1500,2100,3200,4600,8400,9800,10000
GET,/recommendations,26123,0,16,36.31261153385418,5.0569260492920876,5171.119286678731,445.422692646327,43.164704866613675,0.0,16,23,30,35,53,130,230,260,2200,5200,5200
POST,/reservation,700,0,22,94.96408554060119,8.543139323592186,10010.659974999726,64.0,1.1566548025352974,0.0,22,27,30,33,48,110,140,570,10000,10000,10000
POST,/user,698,0,8,41.58402265537861,3.9141718298196793,8003.835789859295,64.0,1.1533500745280536,0.0,8,10,11,12,15,18,29,120,8000,8000,8000
,Aggregated,68843,873,120.0,400.0651323614409,3.9141718298196793,10473.689643666148,197.84073907296312,113.75369510133925,1.442513775161878,120,310,460,580,1100,1700,2500,3700,7900,9800,10000
