Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,58180,56442,1500.0,3242.114332542873,19.247588999860454,211903.329700006,177.50218288071503,73.85535617841556,71.6490892647324,1500,1800,2000,3100,6100,9900,21000,71000,112000,128000,212000
GET,/recommendations,37010,1,1500.0,2930.6071826985594,15.68594900163589,161538.5721010025,440.4752229127263,46.98155263257408,0.0012694286039603912,1500,1700,1900,2000,5000,8000,17000,72000,113000,130000,162000
POST,/reservation,982,0,1700.0,3642.8877729399005,20.342782998341136,117570.52815899806,41.28105906313645,1.246578889089104,0.0,1700,2100,2500,4000,6000,8900,21000,86000,118000,118000,118000
POST,/user,977,0,1500.0,2889.853763829998,15.271297001163475,111388.5023039984,64.0,1.2402317460693022,0.0,1500,1700,1900,2000,4800,8700,20000,68000,111000,111000,111000
,Aggregated,97149,56443,1500.0,3123.9507006691556,15.271297001163475,211903.329700006,275.1663012485975,123.32371944614805,71.65035869333636,1500,1800,2000,2200,5700,9100,19000,72000,113000,129000,212000
