index,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_activator_request_concurrency,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759423997,0.0,0.0,0.0,,,,,,,
1759424002,0.0,0.0,0.0,,,,,,,
1759424007,3.0,0.0,3.0,,6.0,189.156611,351.278859,7.0,-533.0,
1759424012,3.0,0.0,3.0,,6.0,189.156611,351.278859,7.0,-533.0,
1759424017,3.0,0.0,3.0,324.68232245969244,6.0,189.156611,351.278859,7.0,-533.0,0.051203387199629594
1759424022,3.0,0.0,3.0,324.68232245969244,6.0,189.156611,351.278859,7.0,-533.0,0.06807003996539165
1759424027,3.0,0.0,3.0,324.68232245969244,6.0,189.156611,351.278859,7.0,-533.0,0.0672852218232331
1759424032,3.0,0.0,3.0,324.68232245969244,6.0,189.156611,351.278859,7.0,-533.0,0.11036962075254099
1759424037,3.0,0.0,3.0,324.68232245969244,6.0,1662.513285,1020.003561,7.0,-1202.0,0.22431892549435947
1759424042,3.0,0.0,3.0,324.68232245969244,6.0,1662.513285,1020.003561,7.0,-1202.0,0.26944860876434185
1759424047,3.0,0.0,3.0,837.6239020107876,6.0,1662.513285,1020.003561,7.0,-1202.0,0.30314304322037144
1759424052,3.0,0.0,3.0,837.6239020107876,6.0,1662.513285,1020.003561,7.0,-1202.0,0.352843362701938
1759424057,3.0,0.0,3.0,837.6239020107876,6.0,1662.513285,1020.003561,7.0,-1202.0,0.35941646670923955
1759424057,3.0,0.0,3.0,837.6239020107876,6.0,1662.513285,1020.003561,7.0,-1202.0,0.35941646670923955
1759424062,3.0,0.0,3.0,837.6239020107876,6.0,1662.513285,1020.003561,7.0,-1202.0,0.40106039396015114
1759424067,3.0,0.0,3.0,837.6239020107876,1.0,0.0,0.0,7.0,-181.0,0.40214911465071335
1759424072,3.0,0.0,3.0,837.6239020107876,1.0,0.0,0.0,7.0,-181.0,0.3546805484386501
