index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
1759423997,0.0,0.0,0.0,,,,,,,
1759424002,0.0,0.0,0.0,,,,,,,
1759424007,0.0,0.0,0.0,,,,,,,
1759424012,0.0,0.0,0.0,,,,,,,
1759424017,0.0,0.0,0.0,530.297471574133,,,,,,
1759424022,0.0,0.0,0.0,530.297471574133,,,,,,
1759424027,0.0,0.0,0.0,530.297471574133,,,,,,0.007400477453627799
1759424032,0.0,0.0,0.0,530.297471574133,,,,,,0.0238758421030787
1759424037,3.0,0.0,3.0,530.297471574133,3.0,2.254334,1.332046,7.0,-183.0,0.03488318825209846
1759424042,3.0,0.0,3.0,530.297471574133,3.0,2.254334,1.332046,7.0,-183.0,0.044840888270447646
1759424047,3.0,0.0,3.0,0.0,3.0,2.254334,1.332046,7.0,-183.0,0.04335792451420705
1759424052,3.0,0.0,3.0,0.0,3.0,2.254334,1.332046,7.0,-183.0,0.04960195327487192
1759424057,3.0,0.0,3.0,0.0,3.0,2.254334,1.332046,7.0,-183.0,0.050024170129065855
1759424057,3.0,0.0,3.0,0.0,3.0,2.254334,1.332046,7.0,-183.0,0.050024170129065855
1759424062,3.0,0.0,3.0,0.0,3.0,2.254334,1.332046,7.0,-183.0,0.04261564455486352
1759424067,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.04688029369611241
1759424072,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,-201.0,0.04850706468965681
1759424077,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.019440935726648054
1759424082,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.019440935726648054
1759424087,0.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.01190569877387706
