Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,1945415,1786440,340.0,1610.23068714749,1.030084677040577,135820.36889716983,128.83251131506645,541.7321361998296,497.46298727666,340,940,1700,2200,3600,5600,13000,24000,48000,133000,136000
GET,/recommendations,1303555,65115,290.0,820.1832890883367,1.001184806227684,136420.5872802995,423.9996333104472,362.9958825258204,18.13232037824932,290,570,830,1100,1900,2900,5000,6600,32000,133000,136000
,Aggregated,3248970,1851555,320.0,1293.2470781954219,1.001184806227684,136420.5872802995,247.2597598623564,904.7280187256499,515.5953076549093,320,720,1200,1700,3000,4500,8600,19000,45000,133000,136000
