Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,26441,12896,2300.0,5006.662611658006,17.552291999891168,38399.153869000205,202.35297454710488,43.13179858214792,21.036559680624016,2300,4800,7300,9700,14000,17000,24000,29000,32000,34000,38000
GET,/recommendations,17450,0,86,389.4866962614891,17.695565999929386,38730.84569599996,442.6447564469914,28.46525794253172,0.0,86,240,470,550,850,1400,2700,4800,11000,16000,39000
POST,/reservation,477,0,370.0,796.6035398930842,22.44686999983969,18534.706940999968,41.62683438155136,0.778104758658317,0.0,370,590,770,850,1500,2300,5600,8000,19000,19000,19000
POST,/user,458,0,72,414.48986424454944,16.08799399991767,12804.973667000013,64.0,0.7471110680618641,0.0,73,210,430,540,870,1300,3200,7300,13000,13000,13000
,Aggregated,44826,12896,620.0,3117.5551066560743,16.08799399991767,38730.84569599996,292.77057957435414,73.12227235139983,21.036559680624016,620,1800,3500,5000,11000,15000,19000,26000,32000,34000,39000
