Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,91713,1,87,137.0025998171201,11.996720917522907,41582.08851609379,43.000981322168066,148.47577108026388,0.0016189173953557717,87,130,160,190,280,380,520,620,5000,9000,42000
GET,/recommendations,58297,0,17,39.90695808732829,4.478754475712776,7044.8146956041455,440.14043604302105,94.37802739705542,0.0,17,25,33,38,63,120,240,300,2800,7000,7000
POST,/reservation,1543,0,28,143.7318549791444,7.979595102369785,11457.179381512105,41.968891769280624,2.4979895410339554,0.0,28,60,220,250,320,430,670,800,11000,11000,11000
POST,/user,1499,0,12,23.991475535992823,5.175069905817509,5443.11096239835,64.0,2.4267571756383015,0.0,12,16,20,24,34,47,72,110,1400,5400,5400
,Aggregated,153052,1,48,98.9801952715795,4.478754475712776,41582.08851609379,194.46534511146538,247.77854519399156,0.0016189173953557717,48,85,120,140,230,320,460,560,4000,8300,42000
