Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,16812,5293,1400.0,3284.9075275365085,20.26917799958028,103056.21115699614,298.80852962169877,46.162516682296896,14.533559409909438,1400,2700,3900,5300,9700,13000,17000,19000,34000,102000,103000
GET,/recommendations,11563,0,220.0,1205.7250850561325,17.02367699908791,104513.82487399678,439.3452391247946,31.749772804984477,0.0,220,560,640,1000,2600,5800,12000,18000,35000,89000,105000
POST,/reservation,295,0,520.0,1430.5465387219172,21.75932099635247,22523.584429996845,41.70169491525424,0.810013229911824,0.0,520,800,1000,1400,2800,6700,13000,22000,23000,23000,23000
POST,/user,294,0,420.0,1333.273592649805,16.58233199850656,41187.1751150029,64.0,0.8072674223528008,0.0,420,590,1100,1400,2300,5600,15000,21000,41000,41000,41000
,Aggregated,28964,5293,660.0,2416.159997811415,16.58233199850656,104513.82487399678,349.91147631542606,79.529570139546,14.533559409909438,660,1500,2500,3300,7500,11000,16000,19000,35000,102000,105000
