index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
1759807339,0.0,0.0,0.0,,,,,,,
1759807344,0.0,0.0,0.0,,,,,,,
1759807349,0.0,0.0,0.0,,,,,,,
1759807354,0.0,0.0,0.0,,,,,,,
1759807359,0.0,0.0,0.0,10.275476861485599,,,,,,
1759807364,0.0,0.0,0.0,10.275476861485599,,,,,,0.013754129332669325
1759807369,0.0,0.0,0.0,10.275476861485599,,,,,,0.059512842375885125
1759807374,0.0,0.0,0.0,10.275476861485599,,,,,,0.07273342572363317
1759807379,3.0,0.0,3.0,10.275476861485599,4.0,27.271068,0.0,7.0,-181.0,0.08831170502503621
1759807384,3.0,0.0,3.0,10.275476861485599,4.0,27.271068,0.0,7.0,-181.0,0.11568180926642171
1759807389,3.0,0.0,3.0,86.13540419441014,4.0,27.271068,0.0,7.0,-181.0,0.13112094782620667
1759807394,3.0,0.0,3.0,86.13540419441014,4.0,27.271068,0.0,7.0,-181.0,0.1509392639206437
1759807399,3.0,0.0,3.0,86.13540419441014,4.0,27.271068,0.0,7.0,-181.0,0.14261479293436
1759807399,3.0,0.0,3.0,86.13540419441014,4.0,27.271068,0.0,7.0,-181.0,0.17589635332235926
1759807404,3.0,0.0,3.0,86.13540419441014,4.0,27.271068,0.0,7.0,-181.0,0.19378370290276792
1759807409,3.0,0.0,3.0,86.13540419441014,6.0,37.372258,0.0,7.0,-181.0,0.20114306035132293
1759807414,3.0,0.0,3.0,86.13540419441014,6.0,37.372258,0.0,7.0,-181.0,0.22594732562006448
1759807419,3.0,0.0,3.0,43.660038580434616,6.0,37.372258,0.0,7.0,-181.0,0.2204886336775987
1759807424,3.0,0.0,3.0,43.660038580434616,6.0,37.372258,0.0,7.0,-181.0,0.2229408994768251
1759807429,3.0,0.0,3.0,43.660038580434616,6.0,37.372258,0.0,7.0,-181.0,0.20590526414445026
1759807434,3.0,0.0,3.0,43.660038580434616,6.0,37.372258,0.0,7.0,-181.0,0.18487239203859712
