Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,66944,1,35,75.3886974362834,9.993787854909897,300007.3649417609,43.002076362332694,111.0705872482584,0.0016591567167820627,35,55,75,90,160,240,310,450,660,7600,300000
GET,/recommendations,42452,0,21,57.13857990280383,4.513256251811981,7724.531888961792,441.4931451992839,70.43452094083213,0.0,21,34,47,58,150,240,300,430,1700,7700,7700
POST,/reservation,1102,0,43,154.09597484378006,9.101142175495625,4293.573647737503,48.76406533575317,1.828390701893833,0.0,43,220,250,270,340,430,640,830,2200,4300,4300
POST,/user,1116,0,13,19.45707326050594,5.804478190839291,4041.1917362362146,64.0,1.851618895928782,0.0,13,15,17,19,25,32,47,95,130,4000,4000
,Aggregated,111614,1,30,68.6651836977884,4.513256251811981,300007.3649417609,194.83362302220152,185.18511778691314,0.0016591567167820627,30,45,65,82,160,240,310,440,1700,7700,300000
