index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
1759830526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,
1759830531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,
1759830536,3.0,0.0,3.0,0.0,3.0,197.95129,0.0,7.0,-201.0,
1759830541,3.0,0.0,3.0,0.0,3.0,197.95129,0.0,7.0,-201.0,
1759830546,3.0,0.0,3.0,20.730028651785727,3.0,197.95129,0.0,7.0,-201.0,0.0422589209480841
1759830551,3.0,0.0,3.0,20.730028651785727,3.0,197.95129,0.0,7.0,-201.0,0.0872561997773471
1759830556,3.0,0.0,3.0,20.730028651785727,3.0,197.95129,0.0,7.0,-201.0,0.09766770217995428
1759830561,3.0,0.0,3.0,20.730028651785727,3.0,197.95129,0.0,7.0,-201.0,0.1363407331148509
1759830566,3.0,0.0,3.0,20.730028651785727,3.0,19.373464,0.0,7.0,-181.0,0.15966596540821468
1759830571,3.0,0.0,3.0,20.730028651785727,3.0,19.373464,0.0,7.0,-181.0,0.18119777498816306
1759830576,3.0,0.0,3.0,16.2500502829117,3.0,19.373464,0.0,7.0,-181.0,0.2051959915050589
1759830581,3.0,0.0,3.0,16.2500502829117,3.0,19.373464,0.0,7.0,-181.0,0.21079766433645375
1759830586,3.0,0.0,3.0,16.2500502829117,3.0,19.373464,0.0,7.0,-181.0,0.19833727638888887
1759830586,3.0,0.0,3.0,16.2500502829117,3.0,19.373464,0.0,7.0,-181.0,0.25840037011729655
1759830591,3.0,0.0,3.0,16.2500502829117,3.0,19.373464,0.0,7.0,-181.0,0.282894453097289
1759830596,3.0,0.0,3.0,16.2500502829117,6.0,52.854073,0.0,7.0,-181.0,0.2948502798993096
1759830601,3.0,0.0,3.0,16.2500502829117,6.0,52.854073,0.0,7.0,-181.0,0.2771577883794518
1759830606,3.0,0.0,3.0,6.042276025796854,6.0,52.854073,0.0,7.0,-181.0,0.28856366096359365
1759830611,3.0,0.0,3.0,6.042276025796854,6.0,52.854073,0.0,7.0,-181.0,0.298599249566907
1759830616,3.0,0.0,3.0,6.042276025796854,6.0,52.854073,0.0,7.0,-181.0,0.30371406920062083
1759830621,3.0,0.0,3.0,6.042276025796854,6.0,52.854073,0.0,7.0,-181.0,0.3093381364819479
1759830626,3.0,0.0,3.0,6.042276025796854,6.0,106.280191,0.0,7.0,-181.0,0.2859550620650383
1759830631,3.0,0.0,3.0,6.042276025796854,6.0,106.280191,0.0,7.0,-181.0,0.3008269833843734
1759830636,3.0,0.0,3.0,10.747225599489507,6.0,106.280191,0.0,7.0,-181.0,0.34375139623255685
1759830641,3.0,0.0,3.0,10.747225599489507,6.0,106.280191,0.0,7.0,-181.0,0.34375139623255685
1759830646,3.0,0.0,3.0,10.747225599489507,6.0,106.280191,0.0,7.0,-181.0,0.305968036939329
1759830646,3.0,0.0,3.0,10.747225599489507,6.0,106.280191,0.0,7.0,-181.0,0.36582064408995796
1759830651,3.0,0.0,3.0,10.747225599489507,6.0,106.280191,0.0,7.0,-181.0,0.3919974132575644
1759830656,3.0,0.0,3.0,10.747225599489507,6.0,35.277141,0.0,7.0,-181.0,0.37540167686441944
1759830661,3.0,0.0,3.0,10.747225599489507,6.0,35.277141,0.0,7.0,-181.0,0.3720334299219813
1759830666,3.0,0.0,3.0,223.1866880356606,6.0,35.277141,0.0,7.0,-181.0,0.3759680679040314
1759830671,3.0,0.0,3.0,223.1866880356606,6.0,35.277141,0.0,7.0,-181.0,0.3503606818933039
1759830676,3.0,0.0,3.0,223.1866880356606,6.0,35.277141,0.0,7.0,-181.0,0.350720519030188
1759830681,3.0,0.0,3.0,223.1866880356606,6.0,35.277141,0.0,7.0,-181.0,0.3358265459376731
1759830686,3.0,0.0,3.0,223.1866880356606,5.0,30.951477,0.0,7.0,-181.0,0.35560718868025537
1759830691,3.0,0.0,3.0,223.1866880356606,5.0,30.951477,0.0,7.0,-181.0,0.34417234157452453
1759830696,3.0,0.0,3.0,49.79520120349451,5.0,30.951477,0.0,7.0,-181.0,0.348546287775767
1759830701,3.0,0.0,3.0,49.79520120349451,5.0,30.951477,0.0,7.0,-181.0,0.33063914888123586
1759830706,3.0,0.0,3.0,49.79520120349451,5.0,30.951477,0.0,7.0,-181.0,0.30830172680180945
1759830706,3.0,0.0,3.0,49.79520120349451,5.0,30.951477,0.0,7.0,-181.0,0.379847367427623
1759830711,3.0,0.0,3.0,49.79520120349451,5.0,30.951477,0.0,7.0,-181.0,0.379847367427623
1759830716,3.0,0.0,3.0,49.79520120349451,4.0,24.401706,0.0,7.0,-181.0,0.38810901886453875
1759830721,3.0,0.0,3.0,49.79520120349451,4.0,24.401706,0.0,7.0,-181.0,0.39303409615767887
1759830726,3.0,0.0,3.0,36.9894915945495,4.0,24.401706,0.0,7.0,-181.0,0.38751160035497884
1759830731,3.0,0.0,3.0,36.9894915945495,4.0,24.401706,0.0,7.0,-181.0,0.3878852315102778
1759830736,3.0,0.0,3.0,36.9894915945495,4.0,24.401706,0.0,7.0,-181.0,0.3373701838502267
1759830741,3.0,0.0,3.0,36.9894915945495,4.0,24.401706,0.0,7.0,-181.0,0.3635627494133978
1759830746,3.0,0.0,3.0,36.9894915945495,6.0,88.095677,0.0,7.0,-181.0,0.32988084446817084
1759830751,3.0,0.0,3.0,36.9894915945495,6.0,88.095677,0.0,7.0,-181.0,0.3693542529966992
1759830756,3.0,0.0,3.0,109.04932095217104,6.0,88.095677,0.0,7.0,-181.0,0.3950550714958354
1759830761,3.0,0.0,3.0,109.04932095217104,6.0,88.095677,0.0,7.0,-181.0,0.3961155074889124
1759830766,3.0,0.0,3.0,109.04932095217104,6.0,88.095677,0.0,7.0,-181.0,0.3825539903866956
1759830766,3.0,0.0,3.0,109.04932095217104,6.0,88.095677,0.0,7.0,-181.0,0.4501109457374528
1759830771,3.0,0.0,3.0,109.04932095217104,6.0,88.095677,0.0,7.0,-181.0,0.42674925276428366
1759830776,3.0,0.0,3.0,109.04932095217104,6.0,341.463926,0.0,7.0,-181.0,0.4749445992066056
1759830781,3.0,0.0,3.0,109.04932095217104,6.0,341.463926,0.0,7.0,-181.0,0.42677217011204227
1759830786,3.0,0.0,3.0,335.37509146339636,6.0,341.463926,0.0,7.0,-181.0,0.46823097192919616
1759830791,3.0,0.0,3.0,335.37509146339636,6.0,341.463926,0.0,7.0,-181.0,0.4075023598558266
1759830796,3.0,0.0,3.0,335.37509146339636,6.0,341.463926,0.0,7.0,-181.0,0.44064285167682804
1759830801,3.0,0.0,3.0,335.37509146339636,6.0,341.463926,0.0,7.0,-181.0,0.45392851100795023
1759830806,3.0,0.0,3.0,335.37509146339636,6.0,63.5843,0.0,7.0,-181.0,0.4936291441636134
