Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,18451,3820,1000.0,3394.554668803371,24.56415600136097,81145.59497599839,341.53856159557745,51.22240140173119,10.604822142681327,1000,2000,3100,4100,9100,16000,28000,30000,37000,52000,81000
GET,/recommendations,12256,54,480.0,897.3619615612723,16.694607000317774,52770.80441199905,434.61896214099215,34.02426706301108,0.1499110983520397,480,620,770,980,1900,3300,6700,10000,25000,47000,53000
POST,/reservation,303,0,740.0,1360.6376080759378,22.855404000438284,35671.42204300035,41.53135313531353,0.8411678296420005,0.0,740,920,1000,1200,2700,5200,9300,12000,36000,36000,36000
POST,/user,322,0,410.0,966.7487745373412,18.140944999686326,27716.739126999528,64.0,0.8939143272103107,0.0,410,570,680,950,1800,3600,8700,14000,28000,28000,28000
,Aggregated,31332,3874,700.0,2373.11894215607,16.694607000317774,81145.59497599839,372.1948806332184,86.98175062159459,10.754733241033366,700,1200,1800,2600,5700,11000,24000,29000,34000,51000,81000
