index,srv-geo_autoscaler_requested_pods,srv-geo_autoscaler_terminating_pods,srv-geo_autoscaler_actual_pods,srv-geo_autoscaler_desired_pods,srv-geo_autoscaler_stable_request_concurrency,srv-geo_autoscaler_panic_request_concurrency,srv-geo_autoscaler_target_concurrency_per_pod,srv-geo_autoscaler_excess_burst_capacity,srv-geo_container_cpu_usage_seconds_total,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total,srv-rate_autoscaler_requested_pods,srv-rate_autoscaler_terminating_pods,srv-rate_autoscaler_actual_pods,srv-rate_autoscaler_desired_pods,srv-rate_autoscaler_stable_request_concurrency,srv-rate_autoscaler_panic_request_concurrency,srv-rate_autoscaler_target_concurrency_per_pod,srv-rate_autoscaler_excess_burst_capacity,srv-rate_container_cpu_usage_seconds_total,srv-reservation_autoscaler_requested_pods,srv-reservation_autoscaler_terminating_pods,srv-reservation_autoscaler_actual_pods,srv-reservation_autoscaler_desired_pods,srv-reservation_autoscaler_stable_request_concurrency,srv-reservation_autoscaler_panic_request_concurrency,srv-reservation_autoscaler_target_concurrency_per_pod,srv-reservation_autoscaler_excess_burst_capacity,srv-reservation_container_cpu_usage_seconds_total,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759428427,3.0,0.0,3.0,,3.0,0.036123,0.003047,35.0,-62.0,0.006033207847200418,0.0,3.0,0.0,,0.0,0.0,0.0,7.0,-211.0,0.0005295701013979859,1.0,2.0,1.0,,3.0,0.016733,0.0,7.0,-201.0,0.009937709686807928,0.0,5.0,1.0,,3.0,0.019088,0.0,7.0,-201.0,0.008949188600903723,0.0,2.0,1.0,,3.0,0.147035,0.0,7.0,-201.0,0.008997750624678605
1759428432,3.0,0.0,3.0,,3.0,0.036123,0.003047,35.0,-62.0,0.007130881870466486,0.0,3.0,0.0,,0.0,0.0,0.0,7.0,-211.0,,1.0,2.0,1.0,,3.0,0.016733,0.0,7.0,-201.0,0.010888847308762797,0.0,5.0,1.0,,3.0,0.019088,0.0,7.0,-201.0,0.008917116001173878,0.0,2.0,1.0,,3.0,0.147035,0.0,7.0,-201.0,0.007771718726607437
1759428437,3.0,0.0,3.0,,3.0,0.036123,0.003047,35.0,-62.0,0.010586780480774072,0.0,3.0,0.0,,0.0,0.0,0.0,7.0,-211.0,,1.0,2.0,1.0,,3.0,0.016733,0.0,7.0,-201.0,0.011413651463458435,0.0,5.0,1.0,,3.0,0.019088,0.0,7.0,-201.0,0.009691415378308027,0.0,2.0,1.0,,3.0,0.147035,0.0,7.0,-201.0,0.04645084955471987
1759428442,3.0,0.0,3.0,,3.0,0.036123,0.003047,35.0,-62.0,0.010233906936803566,0.0,3.0,0.0,,0.0,0.0,0.0,7.0,-211.0,,1.0,2.0,1.0,,3.0,0.016733,0.0,7.0,-201.0,0.10613952322422954,0.0,5.0,1.0,,3.0,0.019088,0.0,7.0,-201.0,0.008300234480553618,0.0,2.0,1.0,,3.0,0.147035,0.0,7.0,-201.0,0.04659821213964603
1759428442,3.0,0.0,3.0,3.0,0.036123,0.003047,35.0,-62.0,0.010233906936803566,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,3.0,0.016733,0.0,7.0,-201.0,0.10613952322422954,0.0,5.0,1.0,3.0,0.019088,0.0,7.0,-201.0,0.023497357627486688,0.0,2.0,1.0,3.0,0.147035,0.0,7.0,-201.0,0.04659821213964603
1759428447,3.0,0.0,3.0,3.0,0.088852,0.141628,35.0,-62.0,0.02390718870739199,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,46.09766,0.0,7.0,-201.0,0.11633055404250797,0.0,5.0,1.0,3.0,0.131769,0.0,7.0,-201.0,0.024959428119388255,0.0,2.0,1.0,5.0,408.358551,0.0,7.0,-201.0,0.04638409465933893
1759428452,3.0,0.0,3.0,3.0,0.088852,0.141628,35.0,-62.0,0.024675432377993016,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,46.09766,0.0,7.0,-201.0,0.19931408641116213,0.0,5.0,1.0,3.0,0.131769,0.0,7.0,-201.0,0.028963161020232463,0.0,2.0,1.0,5.0,408.358551,0.0,7.0,-201.0,0.04618586733073829
1759428457,3.0,0.0,3.0,3.0,0.088852,0.141628,35.0,-62.0,0.031588158148372264,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,46.09766,0.0,7.0,-201.0,0.22078389684328273,0.0,5.0,1.0,3.0,0.131769,0.0,7.0,-201.0,0.032976867461662014,0.0,2.0,1.0,5.0,408.358551,0.0,7.0,-201.0,0.08469497258629023
1759428462,3.0,0.0,3.0,3.0,0.088852,0.141628,35.0,-62.0,0.0346988436553589,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,46.09766,0.0,7.0,-201.0,0.24225370727540324,0.0,5.0,1.0,3.0,0.131769,0.0,7.0,-201.0,0.03605824814268846,0.0,2.0,1.0,5.0,408.358551,0.0,7.0,-201.0,0.08496523750187984
1759428467,3.0,0.0,3.0,3.0,0.088852,0.141628,35.0,-62.0,0.0346988436553589,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,46.09766,0.0,7.0,-201.0,0.22093320189783924,0.0,5.0,1.0,3.0,0.131769,0.0,7.0,-201.0,0.03697656817231744,0.0,2.0,1.0,5.0,408.358551,0.0,7.0,-201.0,0.12281722642025716
1759428472,3.0,0.0,3.0,3.0,0.088852,0.141628,35.0,-62.0,0.04844237744633305,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,46.09766,0.0,7.0,-201.0,0.24490539163590225,0.0,5.0,1.0,3.0,0.131769,0.0,7.0,-201.0,0.04477943264105863,0.0,2.0,1.0,5.0,408.358551,0.0,7.0,-201.0,0.13178524921939955
1759428477,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.0490394795852024,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.2688775813739653,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.07836226429586388,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.13313940362146415
1759428482,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.06731862528797622,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.2876662768567563,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.07845295659667499,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.1407000991420777
1759428487,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.0849957690057371,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.19594627405389206,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.0703678762219316,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.14171363504788853
1759428492,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.1274767364238373,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.1749374367665022,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.0703678762219316,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.24098577388377931
1759428497,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.15740353659709416,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.15392859947911236,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.0703678762219316,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.29249439365761676
1759428502,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.16075739284375762,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.06162186075058566,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.08247793934874473,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.29206231595985677
1759428502,3.0,0.0,3.0,3.0,0.300431,1.270137,35.0,-63.0,0.16075739284375762,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,-211.0,0.06162186075058566,0.0,5.0,1.0,3.0,0.499284,0.0,7.0,-201.0,0.05897014199141858,0.0,2.0,1.0,5.0,105.831055,0.0,7.0,-201.0,0.2912037087021097
1759428507,3.0,0.0,3.0,3.0,2.593192,0.794268,35.0,-62.0,0.23474165882296086,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,2083.816374,2083.816374,7.0,-2295.0,0.05235792305694098,0.0,5.0,1.0,5.0,67.813819,0.0,7.0,-201.0,0.05897014199141858,0.0,2.0,1.0,5.0,511.214033,0.0,7.0,-201.0,0.3199034170658047
1759428512,3.0,0.0,3.0,3.0,2.593192,0.794268,35.0,-62.0,0.23603123642329712,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,2083.816374,2083.816374,7.0,-2295.0,,0.0,5.0,1.0,5.0,67.813819,0.0,7.0,-201.0,0.04809020581462291,0.0,2.0,1.0,5.0,511.214033,0.0,7.0,-201.0,0.3199034170658047
1759428517,3.0,0.0,3.0,3.0,2.593192,0.794268,35.0,-62.0,0.261225792669604,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,2083.816374,2083.816374,7.0,-2295.0,,0.0,5.0,1.0,5.0,67.813819,0.0,7.0,-201.0,0.0018070342012736261,0.0,2.0,1.0,5.0,511.214033,0.0,7.0,-201.0,0.38520902143484764
1759428522,3.0,0.0,3.0,3.0,2.593192,0.794268,35.0,-62.0,0.27794845233373283,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,2083.816374,2083.816374,7.0,-2295.0,,0.0,5.0,1.0,5.0,67.813819,0.0,7.0,-201.0,0.0021906395220181343,0.0,2.0,1.0,5.0,511.214033,0.0,7.0,-201.0,0.3838576522171557
1759428527,3.0,0.0,3.0,3.0,2.593192,0.794268,35.0,-62.0,0.2735937228992872,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,2083.816374,2083.816374,7.0,-2295.0,,0.0,5.0,1.0,5.0,67.813819,0.0,7.0,-201.0,0.0071815974206187235,0.0,2.0,1.0,5.0,511.214033,0.0,7.0,-201.0,0.382372551761027
1759428532,3.0,0.0,3.0,3.0,2.593192,0.794268,35.0,-62.0,0.259677588566743,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,2083.816374,2083.816374,7.0,-2295.0,,0.0,5.0,1.0,5.0,67.813819,0.0,7.0,-201.0,0.0071815974206187235,0.0,2.0,1.0,5.0,511.214033,0.0,7.0,-201.0,0.27845810452005015
1759428537,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.25470139295531957,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.036879335321687266,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.34476716110969835
1759428542,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.23507120530205255,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.036879335321687266,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.35868497454272597
1759428547,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.21607095176314395,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.043836799595334056,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.3586943907580524
1759428552,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.2238777961513821,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.03612224030716581,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.34727323876517724
1759428557,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.2210730064258116,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.03612224030716581,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.2975014371564656
1759428562,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.2096708647763315,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.03940812022439994,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.26829110370560755
1759428562,3.0,0.0,3.0,3.0,0.791267,0.837496,35.0,-62.0,0.22154468852210996,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.03395102466134073,0.0,5.0,1.0,3.0,2.932469,0.0,7.0,-201.0,0.03595968911917099,0.0,2.0,1.0,5.0,48.490914,0.0,7.0,-201.0,0.342452847173668
1759428567,3.0,0.0,3.0,3.0,0.559531,0.680458,35.0,-62.0,0.22690786721490636,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.025056123842768244,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.03595968911917099,0.0,2.0,1.0,4.0,27.68221,0.0,7.0,-201.0,0.349401637910929
1759428572,3.0,0.0,3.0,3.0,0.559531,0.680458,35.0,-62.0,0.22862175894959513,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.020069609251001454,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0356882755968636,0.0,2.0,1.0,4.0,27.68221,0.0,7.0,-201.0,0.3493063535985806
1759428577,3.0,0.0,3.0,3.0,0.559531,0.680458,35.0,-62.0,0.20683002850826432,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.009525563511005034,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.02754424836479512,0.0,2.0,1.0,4.0,27.68221,0.0,7.0,-201.0,0.30370676532149593
1759428582,3.0,0.0,3.0,3.0,0.559531,0.680458,35.0,-62.0,0.2421492746384878,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.009525563511005034,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.02754424836479512,0.0,2.0,1.0,4.0,27.68221,0.0,7.0,-201.0,0.38152397085067863
1759428587,3.0,0.0,3.0,3.0,0.559531,0.680458,35.0,-62.0,0.23046478000015808,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.009573524075099801,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0008911692844677176,0.0,2.0,1.0,4.0,27.68221,0.0,7.0,-201.0,0.3814643355146613
1759428592,3.0,0.0,3.0,3.0,0.559531,0.680458,35.0,-62.0,0.23048867933057282,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.010937503610004088,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0009531610023041483,0.0,2.0,1.0,4.0,27.68221,0.0,7.0,-201.0,0.3745139200989965
1759428597,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.24909483925471132,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.010937503610004088,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0009920558497833513,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.37744628886859133
1759428602,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.23949935737342043,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.01027047870214977,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0010802399910283817,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.3367961120878501
1759428607,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.220592706648383,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.01027047870214977,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0010802399910283817,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.40224867578221235
1759428612,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.24931832731207323,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.007735346473580931,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0010984954677133148,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.36893979487377576
1759428617,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.2392922271218203,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.007653414095700439,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0028665314692844714,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.36893979487377576
1759428622,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.2202896587578268,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.006884817680311223,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0033333874016623776,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.3427894591357229
1759428622,3.0,0.0,3.0,3.0,0.844942,0.720666,35.0,-62.0,0.2202896587578268,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,551.458424,0.0,7.0,-211.0,0.02907686813859525,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0033333874016623776,0.0,2.0,1.0,3.0,8.622631,0.0,7.0,-201.0,0.3427894591357229
1759428627,3.0,0.0,3.0,3.0,1.175548,3.634245,35.0,-65.0,0.22920351166142322,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.02907686813859525,0.0,5.0,1.0,3.0,0.010981,0.0,7.0,-201.0,0.00435060441936612,0.0,2.0,1.0,5.0,771.79333,0.0,7.0,-201.0,0.3243248247468566
1759428632,3.0,0.0,3.0,3.0,1.175548,3.634245,35.0,-65.0,0.23448993686040215,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.02967038746154484,0.0,5.0,1.0,3.0,0.010981,0.0,7.0,-201.0,0.00435060441936612,0.0,2.0,1.0,5.0,771.79333,0.0,7.0,-201.0,0.3243248247468566
1759428637,3.0,0.0,3.0,3.0,1.175548,3.634245,35.0,-65.0,0.21809486984103646,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.02967038746154484,0.0,5.0,1.0,3.0,0.010981,0.0,7.0,-201.0,0.020659338602329446,0.0,2.0,1.0,5.0,771.79333,0.0,7.0,-201.0,0.3243248247468566
1759428642,3.0,0.0,3.0,3.0,1.175548,3.634245,35.0,-65.0,0.21414007609079436,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.02967038746154484,0.0,5.0,1.0,3.0,0.010981,0.0,7.0,-201.0,0.020659338602329446,0.0,2.0,1.0,5.0,771.79333,0.0,7.0,-201.0,0.33979544695071023
1759428647,3.0,0.0,3.0,3.0,1.175548,3.634245,35.0,-65.0,0.25821547366758446,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.03953390245395019,0.0,5.0,1.0,3.0,0.010981,0.0,7.0,-201.0,0.020659338602329446,0.0,2.0,1.0,5.0,771.79333,0.0,7.0,-201.0,0.33979544695071023
1759428652,3.0,0.0,3.0,3.0,1.175548,3.634245,35.0,-65.0,0.2761229381145629,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.029096442720369767,0.0,5.0,1.0,3.0,0.010981,0.0,7.0,-201.0,0.02292996919541502,0.0,2.0,1.0,5.0,771.79333,0.0,7.0,-201.0,0.35879875823013657
1759428657,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.28337805110578773,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.02909644272036977,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.018818570486863168,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.32984783037613885
1759428662,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.2977731852931983,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.007807715205398171,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.022063467569316556,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.38132574698029226
1759428667,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.32045790713252365,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.009190292614955896,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.022063467569316556,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.3211599587741045
1759428672,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.3328803980193649,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.00958968095619909,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.017845422869342546,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.41892285540732066
1759428677,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.32998760875929634,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.00958968095619909,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.01731258922106134,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.41892285540732066
1759428682,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.32111344528463426,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.009273094282848553,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.01731258922106134,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.41892285540732066
1759428682,3.0,0.0,3.0,3.0,3.567354,3.678395,35.0,-65.0,0.35686795284376516,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.009273094282848553,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.01731258922106134,0.0,2.0,1.0,5.0,216.994369,0.0,7.0,-201.0,0.41892285540732066
1759428687,3.0,0.0,3.0,3.0,4.474053,4.798652,35.0,-66.0,0.3434019233385105,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.007956108825922218,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.001106934900792,0.0,2.0,1.0,5.0,293.868482,0.0,7.0,-201.0,0.43003907637655403
1759428692,3.0,0.0,3.0,3.0,4.474053,4.798652,35.0,-66.0,0.35718321691634736,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.007825676911013234,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0009915019762845772,0.0,2.0,1.0,5.0,293.868482,0.0,7.0,-201.0,0.43003907637655403
1759428697,3.0,0.0,3.0,3.0,4.474053,4.798652,35.0,-66.0,0.37734240894080767,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.009172237864895422,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0008242572048894974,0.0,2.0,1.0,5.0,293.868482,0.0,7.0,-201.0,0.4332369490130105
1759428702,3.0,0.0,3.0,3.0,4.474053,4.798652,35.0,-66.0,0.3788923141135905,0.0,3.0,0.0,0.0,0.0,0.0,7.0,-211.0,1.0,2.0,1.0,5.0,429.018908,0.0,7.0,-211.0,0.009172237864895422,0.0,5.0,1.0,0.0,-1e-06,0.0,7.0,-201.0,0.0007853386283138273,0.0,2.0,1.0,5.0,293.868482,0.0,7.0,-201.0,0.4308003589550421
