,index,srv-recommendation_autoscaler_requested_pods,srv-recommendation_autoscaler_terminating_pods,srv-recommendation_autoscaler_actual_pods,srv-recommendation_activator_request_concurrency,srv-recommendation_autoscaler_desired_pods,srv-recommendation_autoscaler_stable_request_concurrency,srv-recommendation_autoscaler_panic_request_concurrency,srv-recommendation_autoscaler_target_concurrency_per_pod,srv-recommendation_autoscaler_excess_burst_capacity,srv-recommendation_container_cpu_usage_seconds_total
0,1752245346,5.0,0.0,2.0,0.004060253047265777,5.0,3.116533,3.116533,70.0,-15.0,0.03352793321791897
1,1752245351,5.0,0.0,2.0,0.004060253047265777,5.0,3.116533,3.116533,70.0,-15.0,0.03655929091858578
2,1752245356,5.0,0.0,5.0,0.004060253047265777,5.0,1.101018,0.030761,70.0,288.0,0.031213132615089192
3,1752245361,5.0,0.0,5.0,0.004060253047265777,5.0,1.101018,0.030761,70.0,288.0,0.035790943715069364
4,1752245366,5.0,0.0,5.0,0.0,5.0,1.101018,0.030761,70.0,288.0,0.03150872485253467
5,1752245371,5.0,0.0,5.0,0.0,5.0,1.101018,0.030761,70.0,288.0,0.03302627430882776
6,1752245376,5.0,0.0,5.0,0.0,5.0,1.101018,0.030761,70.0,288.0,0.036356443411931595
7,1752245381,5.0,0.0,5.0,0.0,5.0,1.101018,0.030761,70.0,288.0,0.03463319570199005
8,1752245386,5.0,0.0,5.0,0.0,5.0,0.428197,0.050983,70.0,288.0,0.015491674969928794
9,1752245391,5.0,0.0,5.0,0.0,5.0,0.428197,0.050983,70.0,288.0,0.01565809365675032
10,1752245396,5.0,0.0,5.0,0.0,5.0,0.428197,0.050983,70.0,288.0,0.015633892817682234
11,1752245401,5.0,0.0,5.0,0.0,5.0,0.428197,0.050983,70.0,288.0,0.017147663788958416
12,1752245406,5.0,0.0,5.0,0.0,5.0,0.428197,0.050983,70.0,288.0,0.01673304328025387
13,1752245411,5.0,0.0,5.0,0.0,5.0,0.428197,0.050983,70.0,288.0,0.01719381093040153
