Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,93003,2,82,118.11046167271142,11.907516047358513,300007.42725189775,43.00298915088761,151.70170040230136,0.0032622969238046374,82,110,120,130,160,210,260,310,8400,11000,300000
GET,/recommendations,59077,0,16,34.80428541375064,4.250106401741505,6791.807585395873,439.8107893088681,96.36335768380329,0.0,16,22,28,33,49,76,160,240,3800,6700,6800
POST,/reservation,1488,0,24,129.95161059292494,7.431580685079098,9515.703240409493,42.11290322580645,2.4271489113106504,0.0,24,39,230,250,330,480,740,950,2100,9500,9500
POST,/user,1624,0,12,36.27479683465595,5.645540542900562,9499.432178214192,64.0,2.6489851021293656,0.0,12,14,16,18,22,30,75,120,6500,9500,9500
,Aggregated,155192,2,46,85.65543522189984,4.250106401741505,300007.42725189775,194.26715938965927,253.14119209954464,0.0032622969238046374,46,78,99,110,140,190,250,290,6700,11000,300000
