,index,srv-recommendation_autoscaler_requested_pods,srv-recommendation_autoscaler_terminating_pods,srv-recommendation_autoscaler_actual_pods,srv-recommendation_activator_request_concurrency,srv-recommendation_autoscaler_desired_pods,srv-recommendation_autoscaler_stable_request_concurrency,srv-recommendation_autoscaler_panic_request_concurrency,srv-recommendation_autoscaler_target_concurrency_per_pod,srv-recommendation_autoscaler_excess_burst_capacity,srv-recommendation_container_cpu_usage_seconds_total
0,1752136996,0.0,1.0,0.0,23.905328593223814,0.0,-1e-06,0.0,70.0,-211.0,0.029968096752096173
1,1752137001,5.0,0.0,5.0,23.905328593223814,5.0,8.250067,0.063712,70.0,288.0,0.03051062012256738
2,1752137006,5.0,0.0,5.0,0.0,5.0,8.250067,0.063712,70.0,288.0,0.032127630017722356
3,1752137011,5.0,0.0,5.0,0.0,5.0,8.250067,0.063712,70.0,288.0,0.031818983611793285
4,1752137016,5.0,0.0,5.0,0.0,5.0,8.250067,0.063712,70.0,288.0,0.033862148362757256
5,1752137021,5.0,0.0,5.0,0.0,5.0,8.250067,0.063712,70.0,288.0,0.03379126336931401
6,1752137026,5.0,0.0,5.0,0.0,5.0,8.250067,0.063712,70.0,288.0,0.03513632605308177
7,1752137031,5.0,0.0,5.0,0.0,5.0,8.278369,0.036896,70.0,288.0,0.03561843808674197
8,1752137036,5.0,0.0,5.0,0.0,5.0,8.278369,0.036896,70.0,288.0,0.018804030337869773
9,1752137041,5.0,0.0,5.0,0.0,5.0,8.278369,0.036896,70.0,288.0,0.018768554214088837
10,1752137046,5.0,0.0,5.0,0.0,5.0,8.278369,0.036896,70.0,288.0,0.019489666223333008
11,1752137051,5.0,0.0,5.0,0.0,5.0,8.278369,0.036896,70.0,288.0,0.019074887300576417
12,1752137056,5.0,0.0,5.0,0.0,5.0,8.278369,0.036896,70.0,288.0,0.018051593489208637
13,1752137061,5.0,0.0,5.0,0.0,5.0,0.060063,0.097177,70.0,288.0,0.018414562962235717
14,1752137066,5.0,0.0,5.0,0.0,5.0,0.060063,0.097177,70.0,288.0,0.01917570149198071
15,1752137071,5.0,0.0,5.0,0.0,5.0,0.060063,0.097177,70.0,288.0,0.01873611072130735
16,1752137076,5.0,0.0,5.0,0.0,5.0,0.060063,0.097177,70.0,288.0,0.019282353338030918
17,1752137081,5.0,0.0,5.0,0.0,5.0,0.060063,0.097177,70.0,288.0,0.018735924043632158
18,1752137086,5.0,0.0,5.0,0.0,5.0,0.060063,0.097177,70.0,288.0,0.018862843079564397
19,1752137091,5.0,0.0,5.0,0.0,5.0,0.060655,0.048939,70.0,288.0,0.019455625821523586
20,1752137096,5.0,0.0,5.0,0.0,5.0,0.060655,0.048939,70.0,288.0,0.01954673413344918
21,1752137101,5.0,0.0,5.0,0.0,5.0,0.060655,0.048939,70.0,288.0,0.018609376619702914
22,1752137106,5.0,0.0,5.0,0.0,5.0,0.060655,0.048939,70.0,288.0,0.018713420340926157
23,1752137111,5.0,0.0,5.0,0.0,5.0,0.060655,0.048939,70.0,288.0,0.018908898843274242
24,1752137116,5.0,0.0,5.0,0.0,5.0,0.060655,0.048939,70.0,288.0,0.018552935835147378
25,1752137121,5.0,0.0,5.0,0.0,5.0,0.052805,0.05143,70.0,288.0,0.018607050615594402
26,1752137126,5.0,0.0,5.0,0.0,5.0,0.052805,0.05143,70.0,288.0,0.01857298137576855
27,1752137131,5.0,0.0,5.0,0.0,5.0,0.052805,0.05143,70.0,288.0,0.018819443392677992
28,1752137136,5.0,0.0,5.0,0.0,5.0,0.052805,0.05143,70.0,288.0,0.019625121182240954
29,1752137141,5.0,0.0,5.0,0.0,5.0,0.052805,0.05143,70.0,288.0,0.01974089172686373
30,1752137146,5.0,0.0,5.0,0.0,5.0,0.052805,0.05143,70.0,288.0,0.01914851553476632
31,1752137151,5.0,0.0,5.0,0.0,5.0,0.060177,0.09841,70.0,288.0,0.020161213079128576
32,1752137156,5.0,0.0,5.0,0.0,5.0,0.060177,0.09841,70.0,288.0,0.021281049262661986
33,1752137161,5.0,0.0,5.0,0.0,5.0,0.060177,0.09841,70.0,288.0,0.02180402660143374
34,1752137166,5.0,0.0,5.0,0.0,5.0,0.060177,0.09841,70.0,288.0,0.02156336707255234
35,1752137171,5.0,0.0,5.0,0.0,5.0,0.060177,0.09841,70.0,288.0,0.021927681592836257
36,1752137176,5.0,0.0,5.0,0.0,5.0,0.060177,0.09841,70.0,288.0,0.02290135135040487
37,1752137181,5.0,0.0,5.0,0.0,5.0,0.087916,0.133936,70.0,288.0,0.02294709641357998
38,1752137186,5.0,0.0,5.0,0.0,5.0,0.087916,0.133936,70.0,288.0,0.02289913211756439
39,1752137191,5.0,0.0,5.0,0.0,5.0,0.087916,0.133936,70.0,288.0,0.023170692566665253
