Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,23016,633,590.0,2875.674281066038,21.62495700031286,191625.95755700022,427.889902676399,49.54296435476635,1.3625606724264467,590,930,1300,1600,3100,8200,24000,92000,134000,169000,192000
GET,/recommendations,14857,0,80,2350.7450727001406,17.584125999746902,201386.22370400027,441.88981624823316,31.98035372865674,0.0,80,370,570,710,2200,7000,23000,89000,134000,163000,201000
POST,/reservation,388,0,520.0,3592.611919038661,28.098578000026464,135221.77734899923,41.77061855670103,0.8351872684067319,0.0,530,840,1100,1400,3600,12000,56000,97000,135000,135000,135000
POST,/user,393,0,63,1750.617585269734,18.694620000133,134888.1647140006,64.0,0.8459499909377465,0.0,63,460,640,850,2400,5600,14000,24000,135000,135000,135000
,Aggregated,38654,633,400.0,2669.671054320899,17.584125999746902,201386.22370400027,425.69540021731257,83.20445534276756,1.3625606724264467,400,710,1000,1300,2800,7800,24000,91000,134000,169000,201000
