Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,64985,2,77,102.18243128362482,12.261592783033848,300011.48214843124,43.00427791028699,107.40558296701768,0.0033055499874438004,77,96,110,120,140,160,190,210,5600,11000,300000
GET,/recommendations,41209,0,14,24.039254244432772,4.7411564737558365,6255.539927631617,440.0344827586207,68.10920471628579,0.0,14,20,25,28,38,49,85,120,330,6100,6300
POST,/reservation,1121,0,28,53.41481573607218,10.379083454608917,8594.20981258154,62.953612845673504,1.8527607679622502,0.0,28,33,37,39,48,57,120,130,4300,8600,8600
POST,/user,1025,0,12,60.514375340284374,5.825327709317207,23258.768253028393,64.0,1.6940943685649477,0.0,12,15,17,18,21,24,45,110,6600,23000,23000
,Aggregated,108340,2,45,71.56049629212772,4.7411564737558365,300011.48214843124,194.42666605131993,179.06164281983067,0.0033055499874438004,45,71,88,99,120,140,180,200,4000,11000,300000
