,index,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total
0,1754072536,10.0,0.0,10.0,0.0,10.0,0.513897,0.981728,240.0,2788.0,0.14827583948628043
1,1754072541,10.0,0.0,10.0,0.0,10.0,0.513897,0.981728,240.0,2788.0,0.14925093848056434
2,1754072546,10.0,0.0,10.0,0.0,10.0,0.60045,0.342216,240.0,2788.0,0.15755297677225963
3,1754072551,10.0,0.0,10.0,0.0,10.0,0.60045,0.342216,240.0,2788.0,0.15810963137040787
4,1754072556,10.0,0.0,10.0,0.0,10.0,0.60045,0.342216,240.0,2788.0,0.15752387544627627
5,1754072561,10.0,0.0,10.0,0.0,10.0,0.60045,0.342216,240.0,2788.0,0.1546525130613403
6,1754072566,10.0,0.0,10.0,0.0,10.0,0.60045,0.342216,240.0,2788.0,0.1497240645332074
7,1754072571,10.0,0.0,10.0,0.0,10.0,0.60045,0.342216,240.0,2788.0,0.14062652083115884
8,1754072576,10.0,0.0,10.0,0.0,10.0,0.455013,0.4167,240.0,2788.0,0.14219877996557523
9,1754072581,10.0,0.0,10.0,0.0,10.0,0.455013,0.4167,240.0,2788.0,0.13727154959382942
10,1754072586,10.0,0.0,10.0,0.0,10.0,0.455013,0.4167,240.0,2788.0,0.13643299085526414
11,1754072591,10.0,0.0,10.0,0.0,10.0,0.455013,0.4167,240.0,2788.0,0.1399588380170659
12,1754072596,10.0,0.0,10.0,0.0,10.0,0.455013,0.4167,240.0,2788.0,0.14431635337768062
13,1754072601,10.0,0.0,10.0,0.0,10.0,0.455013,0.4167,240.0,2788.0,0.14873276818894385
14,1754072606,10.0,0.0,10.0,0.0,10.0,0.529415,0.577348,240.0,2788.0,0.15455781155490855
15,1754072611,10.0,0.0,10.0,0.0,10.0,0.529415,0.577348,240.0,2788.0,0.15401376913693582
16,1754072616,10.0,0.0,10.0,0.0,10.0,0.529415,0.577348,240.0,2788.0,0.1504220174592962
17,1754072621,10.0,0.0,10.0,0.0,10.0,0.529415,0.577348,240.0,2788.0,0.1484632094835864
18,1754072626,10.0,0.0,10.0,0.0,10.0,0.529415,0.577348,240.0,2788.0,0.1564636360475763
19,1754072631,10.0,0.0,10.0,0.0,10.0,0.529415,0.577348,240.0,2788.0,0.15016554082408073
20,1754072636,10.0,0.0,10.0,0.0,10.0,0.465765,0.543454,240.0,2788.0,0.15602157359598826
21,1754072641,10.0,0.0,10.0,0.0,10.0,0.465765,0.543454,240.0,2788.0,0.15081006405495825
22,1754072646,10.0,0.0,10.0,0.0,10.0,0.465765,0.543454,240.0,2788.0,0.15292195154674823
23,1754072651,10.0,0.0,10.0,0.0,10.0,0.465765,0.543454,240.0,2788.0,0.15164571850733316
24,1754072656,10.0,0.0,10.0,0.0,10.0,0.465765,0.543454,240.0,2788.0,0.14600691716294953
25,1754072661,10.0,0.0,10.0,0.0,10.0,0.465765,0.543454,240.0,2788.0,0.14217720990915977
26,1754072666,10.0,0.0,10.0,0.0,10.0,0.440753,0.418432,240.0,2788.0,0.14072117087753808
27,1754072671,10.0,0.0,10.0,0.0,10.0,0.440753,0.418432,240.0,2788.0,0.13893804180534852
28,1754072676,10.0,0.0,10.0,0.0,10.0,0.440753,0.418432,240.0,2788.0,0.13760832424658828
29,1754072681,10.0,0.0,10.0,0.0,10.0,0.440753,0.418432,240.0,2788.0,0.1405787628340755
30,1754072686,10.0,0.0,10.0,0.0,10.0,0.440753,0.418432,240.0,2788.0,0.13220150704511952
31,1754072691,10.0,0.0,10.0,0.0,10.0,0.440753,0.418432,240.0,2788.0,0.1292559660992323
32,1754072696,10.0,0.0,10.0,0.0,10.0,0.483514,0.867093,240.0,2788.0,0.1274125854508104
33,1754072701,10.0,0.0,10.0,0.0,10.0,0.483514,0.867093,240.0,2788.0,0.1238251006044555
34,1754072706,10.0,0.0,10.0,0.0,10.0,0.483514,0.867093,240.0,2788.0,0.13007652466925207
35,1754072711,10.0,0.0,10.0,0.0,10.0,0.483514,0.867093,240.0,2788.0,0.1301689870783607
36,1754072716,10.0,0.0,10.0,0.0,10.0,0.483514,0.867093,240.0,2788.0,0.1309211184470247
37,1754072721,10.0,0.0,10.0,0.0,10.0,0.483514,0.867093,240.0,2788.0,0.13101409191662416
38,1754072726,10.0,0.0,10.0,0.0,10.0,0.533611,0.410501,240.0,2788.0,0.134120924150207
39,1754072731,10.0,0.0,10.0,0.0,10.0,0.533611,0.410501,240.0,2788.0,0.13357459348390543
40,1754072736,10.0,0.0,10.0,0.0,10.0,0.533611,0.410501,240.0,2788.0,0.1306636777448712
41,1754072741,10.0,0.0,10.0,0.0,10.0,0.533611,0.410501,240.0,2788.0,0.1319660146920669
42,1754072746,10.0,0.0,10.0,0.0,10.0,0.533611,0.410501,240.0,2788.0,0.12168367280214384
43,1754072751,10.0,0.0,10.0,0.0,10.0,0.533611,0.410501,240.0,2788.0,0.1185282972849347
44,1754072756,10.0,0.0,10.0,0.0,10.0,0.351308,0.0,240.0,2789.0,0.10089457408151008
45,1754072761,10.0,0.0,10.0,0.0,10.0,0.351308,0.0,240.0,2789.0,0.2279120240722357
46,1754072766,10.0,0.0,10.0,0.0,10.0,0.351308,0.0,240.0,2789.0,0.21985534306453022
47,1754072771,10.0,0.0,10.0,0.0,10.0,0.351308,0.0,240.0,2789.0,0.22169440948438218
48,1754072776,10.0,0.0,10.0,0.0,10.0,0.351308,0.0,240.0,2789.0,0.23801549677461337
49,1754072781,10.0,0.0,10.0,0.0,10.0,0.351308,0.0,240.0,2789.0,0.2257409354604731
50,1754072786,10.0,0.0,10.0,0.0,10.0,0.810463,1.094322,240.0,2787.0,0.23466207031904024
51,1754072791,10.0,0.0,10.0,0.0,10.0,0.810463,1.094322,240.0,2787.0,0.17752825090899407
52,1754072796,10.0,0.0,10.0,0.0,10.0,0.810463,1.094322,240.0,2787.0,0.13811631697748297
53,1754072801,10.0,0.0,10.0,0.0,10.0,0.810463,1.094322,240.0,2787.0,0.14923207556797835
54,1754072806,10.0,0.0,10.0,0.0,10.0,0.810463,1.094322,240.0,2787.0,0.17606117800022442
55,1754072811,10.0,0.0,10.0,0.0,10.0,0.810463,1.094322,240.0,2787.0,0.18373649715980384
56,1754072816,10.0,0.0,10.0,0.0,10.0,1.005754,1.046536,240.0,2787.0,0.18244593137820375
57,1754072821,10.0,0.0,10.0,0.0,10.0,1.005754,1.046536,240.0,2787.0,0.19611496101423023
58,1754072826,10.0,0.0,10.0,0.0,10.0,1.005754,1.046536,240.0,2787.0,0.20162573822161267
59,1754072831,10.0,0.0,10.0,0.0,10.0,1.005754,1.046536,240.0,2787.0,0.1929661526199157
60,1754072836,10.0,0.0,10.0,0.0,10.0,1.005754,1.046536,240.0,2787.0,0.19033277051173678
61,1754072841,10.0,0.0,10.0,0.0,10.0,1.005754,1.046536,240.0,2787.0,0.19523279108529185
62,1754072846,10.0,0.0,10.0,0.0,10.0,1.031067,0.552956,240.0,2788.0,0.1948813457086845
63,1754072851,10.0,0.0,10.0,0.0,10.0,1.031067,0.552956,240.0,2788.0,0.1981749983820831
64,1754072856,10.0,0.0,10.0,0.0,10.0,1.031067,0.552956,240.0,2788.0,0.20031043905566406
65,1754072861,10.0,0.0,10.0,0.0,10.0,1.031067,0.552956,240.0,2788.0,0.20110754005583298
66,1754072866,10.0,0.0,10.0,0.0,10.0,1.031067,0.552956,240.0,2788.0,0.1930499486146114
67,1754072871,10.0,0.0,10.0,0.0,10.0,1.031067,0.552956,240.0,2788.0,0.19832335833416373
68,1754072876,10.0,0.0,10.0,0.0,10.0,0.688624,0.890691,240.0,2788.0,0.19020470299968284
69,1754072881,10.0,0.0,10.0,0.0,10.0,0.688624,0.890691,240.0,2788.0,0.19218590546897718
70,1754072886,10.0,0.0,10.0,0.0,10.0,0.688624,0.890691,240.0,2788.0,0.18984112932283112
71,1754072891,10.0,0.0,10.0,0.0,10.0,0.688624,0.890691,240.0,2788.0,0.19273379249430608
72,1754072896,10.0,0.0,10.0,0.0,10.0,0.688624,0.890691,240.0,2788.0,0.19086784568850107
73,1754072901,10.0,0.0,10.0,0.0,10.0,0.688624,0.890691,240.0,2788.0,0.18981795655113384
74,1754072906,10.0,0.0,10.0,0.0,10.0,0.804799,0.774803,240.0,2788.0,0.1992102475994487
75,1754072911,10.0,0.0,10.0,0.0,10.0,0.804799,0.774803,240.0,2788.0,0.19256650907751902
76,1754072916,10.0,0.0,10.0,0.0,10.0,0.804799,0.774803,240.0,2788.0,0.19508926902257212
77,1754072921,10.0,0.0,10.0,0.0,10.0,0.804799,0.774803,240.0,2788.0,0.18344343182550782
78,1754072926,10.0,0.0,10.0,0.0,10.0,0.804799,0.774803,240.0,2788.0,0.18795459408337117
79,1754072931,10.0,0.0,10.0,0.0,10.0,0.804799,0.774803,240.0,2788.0,0.17991107795090192
80,1754072936,10.0,0.0,10.0,0.0,10.0,0.73044,0.71487,240.0,2788.0,0.1774845494284545
81,1754072941,10.0,0.0,10.0,0.0,10.0,0.73044,0.71487,240.0,2788.0,0.16861781592807792
82,1754072946,10.0,0.0,10.0,0.0,10.0,0.73044,0.71487,240.0,2788.0,0.1600335678824337
83,1754072951,10.0,0.0,10.0,0.0,10.0,0.73044,0.71487,240.0,2788.0,0.16116633524419782
84,1754072956,10.0,0.0,10.0,0.0,10.0,0.73044,0.71487,240.0,2788.0,0.1610649122416352
85,1754072961,10.0,0.0,10.0,0.0,10.0,0.73044,0.71487,240.0,2788.0,0.1555402451732758
86,1754072966,10.0,0.0,10.0,0.0,10.0,0.70254,0.684029,240.0,2788.0,0.1613265172557006
87,1754072971,10.0,0.0,10.0,0.0,10.0,0.70254,0.684029,240.0,2788.0,0.16194308177210964
88,1754072976,10.0,0.0,10.0,0.0,10.0,0.70254,0.684029,240.0,2788.0,0.16024204297933714
89,1754072981,10.0,0.0,10.0,0.0,10.0,0.70254,0.684029,240.0,2788.0,0.15939994895832865
90,1754072986,10.0,0.0,10.0,0.0,10.0,0.70254,0.684029,240.0,2788.0,0.15533527168255254
91,1754072991,10.0,0.0,10.0,0.0,10.0,0.70254,0.684029,240.0,2788.0,0.1570609909941792
92,1754072996,10.0,0.0,10.0,0.0,10.0,0.679867,0.662587,240.0,2788.0,0.1520292765886782
93,1754073001,10.0,0.0,10.0,0.0,10.0,0.679867,0.662587,240.0,2788.0,0.14940202990900897
94,1754073006,10.0,0.0,10.0,0.0,10.0,0.679867,0.662587,240.0,2788.0,0.1439229403092815
95,1754073011,10.0,0.0,10.0,0.0,10.0,0.679867,0.662587,240.0,2788.0,0.14962969254785813
96,1754073016,10.0,0.0,10.0,0.0,10.0,0.679867,0.662587,240.0,2788.0,0.13716121173895593
97,1754073021,10.0,0.0,10.0,0.0,10.0,0.679867,0.662587,240.0,2788.0,0.1392227609127404
98,1754073026,10.0,0.0,10.0,0.0,10.0,0.693278,0.634609,240.0,2788.0,0.13490498760495281
99,1754073031,10.0,0.0,10.0,0.0,10.0,0.693278,0.634609,240.0,2788.0,0.13759744673797472
100,1754073036,10.0,0.0,10.0,0.0,10.0,0.693278,0.634609,240.0,2788.0,0.12664315131596743
101,1754073041,10.0,0.0,10.0,0.0,10.0,0.693278,0.634609,240.0,2788.0,0.12166257491593693
102,1754073046,10.0,0.0,10.0,0.0,10.0,0.693278,0.634609,240.0,2788.0,0.14403847856691615
