Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,208,208,10000.0,23063.950519927752,71.94273700588383,301021.2134530011,178.19230769230768,0.6750394715552727,0.6750394715552727,10000,14000,15000,16000,23000,24000,300000,301000,301000,301000,301000
GET,/recommendations,13,13,300057.2677569944,300078.1443049227,300057.2677569944,300156.10103200015,182.0,0.04218996697220454,0.04218996697220454,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
POST,/reservation,17,0,300.0,304.5441981166197,91.94094200211111,488.2789229959599,41.0,0.0551714952713444,0.0,300,360,380,390,460,490,490,490,490,490,490
POST,/user,19,0,160.0,171.78388494664287,25.833248997514602,421.3214310002513,64.0,0.06166225942091433,0.0,160,190,240,240,280,420,420,420,420,420,420
,Aggregated,257,221,5700.0,33878.438635373306,25.833248997514602,301021.2134530011,160.86770428015564,0.834063193219736,0.7172294385274772,5700,13000,15000,17000,24000,300000,300000,301000,301000,301000,301000
