Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/hotels,64641,2,72,96.83461397075646,12.447807937860489,300006.5836785361,43.004300676041524,106.93945371235102,0.0033087190393821576,72,95,110,120,140,160,210,250,4200,9800,300000
GET,/recommendations,41328,0,15,25.891432667933866,5.10002113878727,5849.551141262054,437.59035036778937,68.3713702297929,0.0,15,21,27,31,41,54,110,140,340,5800,5800
POST,/reservation,1082,0,25,96.19812351133324,9.881752543151379,14256.951265968382,59.83364140480592,1.7900170003057472,0.0,25,30,34,37,47,61,120,1800,13000,14000,14000
POST,/user,1044,0,12,178.81262742011484,5.297639407217503,24248.02329018712,64.0,1.7271513385574861,0.0,12,14,16,17,22,32,120,6900,22000,24000,24000
,Aggregated,108095,2,37,70.4962686863398,5.10002113878727,300006.5836785361,194.2377630787733,178.82799228100714,0.0033087190393821576,37,65,86,98,120,150,190,240,3800,13000,300000
