index,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_activator_request_concurrency,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759817152,0.0,0.0,0.0,,0.0,-1e-06,0.0,7.0,-211.0,
1759817157,0.0,0.0,0.0,,0.0,-1e-06,0.0,7.0,-211.0,
1759817162,0.0,0.0,0.0,,0.0,-1e-06,0.0,7.0,-211.0,
1759817167,0.0,0.0,0.0,693.5469147928993,0.0,-1e-06,0.0,7.0,-211.0,
1759817172,0.0,0.0,0.0,693.5469147928993,0.0,-1e-06,0.0,7.0,-211.0,0.014966480700655236
1759817177,0.0,0.0,0.0,693.5469147928993,0.0,-1e-06,0.0,7.0,-211.0,0.07358342996245915
1759817182,0.0,0.0,0.0,693.5469147928993,0.0,-1e-06,0.0,7.0,-211.0,0.09183243001390844
1759817187,3.0,0.0,3.0,693.5469147928993,6.0,1119.066099,1890.516742,7.0,-2072.0,0.13658083430981038
1759817192,3.0,0.0,3.0,693.5469147928993,6.0,1119.066099,1890.516742,7.0,-2072.0,0.19020442729871723
1759817197,3.0,0.0,3.0,2727.756736204915,6.0,1119.066099,1890.516742,7.0,-2072.0,0.222462405147061
1759817202,3.0,0.0,3.0,2727.756736204915,6.0,1119.066099,1890.516742,7.0,-2072.0,0.2583574446826043
1759817207,3.0,0.0,3.0,2727.756736204915,6.0,1119.066099,1890.516742,7.0,-2072.0,0.3010287781813191
1759817212,3.0,0.0,3.0,2727.756736204915,6.0,1119.066099,1890.516742,7.0,-2072.0,0.3105063956785755
1759817212,3.0,0.0,3.0,2727.756736204915,6.0,1119.066099,1890.516742,7.0,-2072.0,0.3105063956785755
1759817217,3.0,0.0,3.0,2727.756736204915,6.0,4234.327852,4091.794702,7.0,-4273.0,0.3030268539274128
1759817222,3.0,0.0,3.0,2727.756736204915,6.0,4234.327852,4091.794702,7.0,-4273.0,0.32776203739032833
1759817227,3.0,0.0,3.0,2697.1101858909133,6.0,4234.327852,4091.794702,7.0,-4273.0,0.3281717952698632
1759817232,3.0,0.0,3.0,2697.1101858909133,6.0,4234.327852,4091.794702,7.0,-4273.0,0.2895505482913721
1759817237,3.0,0.0,3.0,2697.1101858909133,6.0,4234.327852,4091.794702,7.0,-4273.0,0.2596679758680084
1759817242,3.0,0.0,3.0,2697.1101858909133,6.0,4234.327852,4091.794702,7.0,-4273.0,0.260740539922851
1759817247,1.0,2.0,1.0,2697.1101858909133,0.0,0.0,0.0,7.0,-201.0,0.2209572173902314
1759817252,1.0,2.0,1.0,2697.1101858909133,0.0,0.0,0.0,7.0,-201.0,0.14991398189734356
1759817257,1.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.1111044203162126
1759817262,1.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.10881899366820288
1759817267,1.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.11324515902196736
1759817272,1.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.10746962196348867
1759817272,1.0,2.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.08587582518526483
1759817277,3.0,2.0,3.0,,6.0,132.572541,0.0,7.0,-181.0,0.01932669916586789
1759817282,3.0,2.0,3.0,,6.0,132.572541,0.0,7.0,-181.0,0.019326699165867895
1759817287,3.0,2.0,3.0,359.58550489163696,6.0,132.572541,0.0,7.0,-181.0,0.09958525718386359
1759817292,3.0,2.0,3.0,359.58550489163696,6.0,132.572541,0.0,7.0,-181.0,0.1355650434508025
1759817297,3.0,2.0,3.0,359.58550489163696,6.0,132.572541,0.0,7.0,-181.0,0.1787341882260292
1759817302,3.0,2.0,3.0,359.58550489163696,6.0,132.572541,0.0,7.0,-181.0,0.1456919658970089
1759817307,3.0,0.0,3.0,359.58550489163696,6.0,2616.878499,2846.119646,7.0,-3028.0,0.1483779230084722
